resolution,mean_pairwise_ari,min_pairwise_ari,mean_pairwise_nmi,min_pairwise_nmi,median_silhouette
0.4,0.9572375185861141,0.9309100515131848,0.9681245561745294,0.9568653771744571,0.22122937440872192
0.8,0.9650730581380069,0.947222016088431,0.9681893048564086,0.9581425272409769,0.22155894339084625
1.2,0.9425325772015846,0.9220746741432686,0.9538533094434154,0.9406047578624034,0.16753053665161133
