field,cluster,value,cells,within_cluster_fraction
cell_subtype,4,CD163 monocytes,21,0.018245004344048653
cell_subtype,4,CD4 T cells,16,0.013900955690703735
cell_subtype,4,CD8 T cells,15,0.013032145960034752
cell_subtype,4,Cycling G2M phase meningioma cells 1,9,0.007819287576020852
cell_subtype,4,Cycling G2M phase meningioma cells 2,1,0.0008688097306689834
cell_subtype,4,Cycling S phase meningioma cells,16,0.013900955690703735
cell_subtype,4,ECM remodeling meningioma cells,19,0.016507384882710686
cell_subtype,4,G1 phase meningioma cells,42,0.036490008688097306
cell_subtype,4,Glia,36,0.03127715030408341
cell_subtype,4,Meningioma cells,64,0.05560382276281494
cell_subtype,4,Monocytes,10,0.008688097306689836
cell_subtype,4,Pericytes,192,0.16681146828844484
cell_subtype,4,SSTR2A meningioma cells,88,0.07645525629887055
cell_subtype,4,Vascular cells,605,0.525629887054735
cell_subtype,5,Active monocytes,1,0.00041152263374485596
cell_subtype,5,CD163 monocytes,22,0.00905349794238683
cell_subtype,5,CD4 T cells,1,0.00041152263374485596
cell_subtype,5,CD8 T cells,3,0.0012345679012345679
cell_subtype,5,Cycling G2M phase meningioma cells 1,0,0.0
cell_subtype,5,Cycling G2M phase meningioma cells 2,2,0.0008230452674897119
cell_subtype,5,Cycling S phase meningioma cells,9,0.003703703703703704
cell_subtype,5,ECM remodeling meningioma cells,5,0.00205761316872428
cell_subtype,5,G1 phase meningioma cells,2,0.0008230452674897119
cell_subtype,5,Glia,0,0.0
cell_subtype,5,Meningioma cells,0,0.0
cell_subtype,5,Monocytes,1,0.00041152263374485596
cell_subtype,5,Pericytes,8,0.0032921810699588477
cell_subtype,5,SSTR2A meningioma cells,1,0.00041152263374485596
cell_subtype,5,Vascular cells,2375,0.977366255144033
cell_subtype,6,Active monocytes,2,0.000657030223390276
cell_subtype,6,CD163 monocytes,35,0.011498028909329829
cell_subtype,6,CD4 T cells,0,0.0
cell_subtype,6,CD8 T cells,6,0.0019710906701708277
cell_subtype,6,Cycling G2M phase meningioma cells 1,5,0.0016425755584756898
cell_subtype,6,Cycling G2M phase meningioma cells 2,5,0.0016425755584756898
cell_subtype,6,Cycling S phase meningioma cells,10,0.0032851511169513796
cell_subtype,6,ECM remodeling meningioma cells,1347,0.44250985545335086
cell_subtype,6,G1 phase meningioma cells,1054,0.34625492772667543
cell_subtype,6,Glia,36,0.011826544021024968
cell_subtype,6,Meningioma cells,56,0.018396846254927726
cell_subtype,6,Monocytes,12,0.003942181340341655
cell_subtype,6,Pericytes,331,0.10873850197109067
cell_subtype,6,SSTR2A meningioma cells,62,0.020367936925098553
cell_subtype,6,Vascular cells,83,0.027266754270696452
cell_subtype,7,Active monocytes,1355,0.49852832965415744
cell_subtype,7,CD163 monocytes,1209,0.4448123620309051
cell_subtype,7,CD4 T cells,2,0.0007358351729212656
cell_subtype,7,CD8 T cells,6,0.002207505518763797
cell_subtype,7,Cycling G2M phase meningioma cells 1,1,0.0003679175864606328
cell_subtype,7,Cycling G2M phase meningioma cells 2,0,0.0
cell_subtype,7,Cycling S phase meningioma cells,1,0.0003679175864606328
cell_subtype,7,ECM remodeling meningioma cells,0,0.0
cell_subtype,7,G1 phase meningioma cells,6,0.002207505518763797
cell_subtype,7,Glia,1,0.0003679175864606328
cell_subtype,7,Meningioma cells,7,0.0025754231052244297
cell_subtype,7,Monocytes,130,0.047829286239882265
cell_subtype,7,Pericytes,0,0.0
cell_subtype,7,SSTR2A meningioma cells,0,0.0
cell_subtype,7,Vascular cells,0,0.0
cell_subtype,8,Active monocytes,15,0.0027979854504756574
cell_subtype,8,CD163 monocytes,6,0.001119194180190263
cell_subtype,8,CD4 T cells,40,0.007461294534601754
cell_subtype,8,CD8 T cells,87,0.016228315612758813
cell_subtype,8,Cycling G2M phase meningioma cells 1,4147,0.7735497108748368
cell_subtype,8,Cycling G2M phase meningioma cells 2,137,0.025554933781011004
cell_subtype,8,Cycling S phase meningioma cells,435,0.08114157806379407
cell_subtype,8,ECM remodeling meningioma cells,9,0.0016787912702853946
cell_subtype,8,G1 phase meningioma cells,20,0.003730647267300877
cell_subtype,8,Glia,82,0.015295653795933594
cell_subtype,8,Meningioma cells,175,0.032643163588882675
cell_subtype,8,Monocytes,63,0.011751538891997761
cell_subtype,8,Pericytes,27,0.005036373810856184
cell_subtype,8,SSTR2A meningioma cells,100,0.018653236336504384
cell_subtype,8,Vascular cells,18,0.003357582540570789
cell_subtype,9,Active monocytes,3,0.001664816870144284
cell_subtype,9,CD163 monocytes,19,0.010543840177580466
cell_subtype,9,CD4 T cells,1,0.0005549389567147614
cell_subtype,9,CD8 T cells,4,0.0022197558268590455
cell_subtype,9,Cycling G2M phase meningioma cells 1,14,0.00776914539400666
cell_subtype,9,Cycling G2M phase meningioma cells 2,29,0.01609322974472808
cell_subtype,9,Cycling S phase meningioma cells,61,0.033851276359600446
cell_subtype,9,ECM remodeling meningioma cells,13,0.007214206437291898
cell_subtype,9,G1 phase meningioma cells,9,0.004994450610432853
cell_subtype,9,Glia,1620,0.8990011098779135
cell_subtype,9,Meningioma cells,11,0.006104328523862375
cell_subtype,9,Monocytes,10,0.005549389567147614
cell_subtype,9,Pericytes,7,0.00388457269700333
cell_subtype,9,SSTR2A meningioma cells,1,0.0005549389567147614
cell_subtype,9,Vascular cells,0,0.0
cell_cycle_phase,0,G1/S,2,0.001876172607879925
cell_cycle_phase,0,G2/M,0,0.0
cell_cycle_phase,0,Intermediate,0,0.0
cell_cycle_phase,0,Not cycling,461,0.4324577861163227
cell_cycle_phase,0,missing,603,0.5656660412757973
cell_cycle_phase,1,G1/S,60,0.020006668889629875
cell_cycle_phase,1,G2/M,45,0.015005001667222408
cell_cycle_phase,1,Intermediate,23,0.00766922307435812
cell_cycle_phase,1,Not cycling,2529,0.8432810936978993
cell_cycle_phase,1,missing,342,0.1140380126708903
cell_cycle_phase,10,G1/S,88,0.013144137415982075
cell_cycle_phase,10,G2/M,47,0.0070201643017177
cell_cycle_phase,10,Intermediate,18,0.0026885735623599703
cell_cycle_phase,10,Not cycling,6524,0.9744585511575803
cell_cycle_phase,10,missing,18,0.0026885735623599703
cell_cycle_phase,11,G1/S,30,0.010155721056194989
cell_cycle_phase,11,G2/M,10,0.003385240352064997
cell_cycle_phase,11,Intermediate,12,0.004062288422477996
cell_cycle_phase,11,Not cycling,2682,0.9079214624238321
cell_cycle_phase,11,missing,220,0.07447528774542993
cell_cycle_phase,12,G1/S,104,0.023013941137419783
cell_cycle_phase,12,G2/M,109,0.024120380615180348
cell_cycle_phase,12,Intermediate,41,0.009072803717636645
cell_cycle_phase,12,Not cycling,2830,0.6262447444124807
cell_cycle_phase,12,missing,1435,0.3175481301172826
cell_cycle_phase,13,G1/S,2,0.0028011204481792717
cell_cycle_phase,13,G2/M,2,0.0028011204481792717
cell_cycle_phase,13,Intermediate,1,0.0014005602240896359
cell_cycle_phase,13,Not cycling,104,0.14565826330532214
cell_cycle_phase,13,missing,605,0.8473389355742297
cell_cycle_phase,14,G1/S,8,0.0009084714967067908
cell_cycle_phase,14,G2/M,7,0.000794912559618442
cell_cycle_phase,14,Intermediate,1,0.00011355893708834885
cell_cycle_phase,14,Not cycling,8762,0.9950034067681126
cell_cycle_phase,14,missing,28,0.003179650238473768
cell_cycle_phase,15,G1/S,103,0.0480410447761194
cell_cycle_phase,15,G2/M,414,0.19309701492537312
cell_cycle_phase,15,Intermediate,108,0.05037313432835821
cell_cycle_phase,15,Not cycling,1514,0.7061567164179104
cell_cycle_phase,15,missing,5,0.0023320895522388058
cell_cycle_phase,16,G1/S,1524,0.2255105060668837
cell_cycle_phase,16,G2/M,1419,0.20997336490085824
cell_cycle_phase,16,Intermediate,1422,0.21041728321988754
cell_cycle_phase,16,Not cycling,2393,0.3540988458123705
cell_cycle_phase,16,missing,0,0.0
cell_cycle_phase,2,G1/S,47,0.02652370203160271
cell_cycle_phase,2,G2/M,5,0.0028216704288939053
cell_cycle_phase,2,Intermediate,0,0.0
cell_cycle_phase,2,Not cycling,1717,0.968961625282167
cell_cycle_phase,2,missing,3,0.001693002257336343
cell_cycle_phase,3,G1/S,28,0.007161125319693095
cell_cycle_phase,3,G2/M,23,0.0058823529411764705
cell_cycle_phase,3,Intermediate,14,0.0035805626598465474
cell_cycle_phase,3,Not cycling,3222,0.8240409207161126
cell_cycle_phase,3,missing,623,0.15933503836317137
cell_cycle_phase,4,G1/S,0,0.0
cell_cycle_phase,4,G2/M,0,0.0
cell_cycle_phase,4,Intermediate,0,0.0
cell_cycle_phase,4,Not cycling,273,0.2371850564726325
cell_cycle_phase,4,missing,878,0.7628149435273676
cell_cycle_phase,5,G1/S,15,0.006172839506172839
cell_cycle_phase,5,G2/M,8,0.0032921810699588477
cell_cycle_phase,5,Intermediate,6,0.0024691358024691358
cell_cycle_phase,5,Not cycling,2302,0.9473251028806584
cell_cycle_phase,5,missing,99,0.040740740740740744
cell_cycle_phase,6,G1/S,19,0.006241787122207621
cell_cycle_phase,6,G2/M,5,0.0016425755584756898
cell_cycle_phase,6,Intermediate,2,0.000657030223390276
cell_cycle_phase,6,Not cycling,2979,0.978646517739816
cell_cycle_phase,6,missing,39,0.012812089356110381
cell_cycle_phase,7,G1/S,110,0.04047093451066961
cell_cycle_phase,7,G2/M,107,0.039367181751287714
cell_cycle_phase,7,Intermediate,48,0.017660044150110375
cell_cycle_phase,7,Not cycling,2406,0.8852097130242825
cell_cycle_phase,7,missing,47,0.017292126563649743
cell_cycle_phase,8,G1/S,82,0.015295653795933594
cell_cycle_phase,8,G2/M,394,0.07349375116582726
cell_cycle_phase,8,Intermediate,10,0.0018653236336504384
cell_cycle_phase,8,Not cycling,1306,0.24361126655474724
cell_cycle_phase,8,missing,3569,0.6657340048498415
cell_cycle_phase,9,G1/S,22,0.01220865704772475
cell_cycle_phase,9,G2/M,43,0.02386237513873474
cell_cycle_phase,9,Intermediate,23,0.012763596004439512
cell_cycle_phase,9,Not cycling,1596,0.8856825749167592
cell_cycle_phase,9,missing,118,0.06548279689234185
