k,silhouette,calinski_harabasz,davies_bouldin,min_cluster_cells,min_cluster_fraction
2,0.6333213448524475,600.4156770545544,0.4533572617787607,54,0.014900662251655629
3,0.10739467293024063,500.3815889764113,1.9881622172912132,54,0.014900662251655629
4,0.1383516490459442,459.3244283100681,1.9254613803711045,54,0.014900662251655629
5,0.09046050906181335,398.08631263571976,2.2181651273351535,54,0.014900662251655629
6,0.09597833454608917,354.295653077153,2.1598056530297023,53,0.014624724061810155
7,0.07919113337993622,314.7118462774026,2.535375997676661,53,0.014624724061810155
8,0.0746283233165741,283.2002446945872,2.6166594737914375,53,0.014624724061810155
