replicate,silhouette
1,0.3251643180847168
2,0.33139801025390625
3,0.32921671867370605
4,0.3226644992828369
5,0.32430794835090637
6,0.31614741683006287
7,0.32659873366355896
8,0.317728191614151
9,0.3261876702308655
10,0.31693682074546814
11,0.3323530852794647
12,0.32324472069740295
13,0.3328135013580322
14,0.3244727849960327
15,0.3261280953884125
16,0.321323961019516
17,0.3161764144897461
18,0.3305704593658447
19,0.31536898016929626
