row_0,Endothelial,Glia,Malignant,Monocyte,Pericyte,T_cell
0,0.08228498074454428,0.19563543003851092,0.5607188703465982,0.010783055198973043,0.14313222079589216,0.007445442875481386
1,0.17988984816909795,0.0167460553736231,0.20824650193509972,0.1416344150044656,0.1542869901756475,0.2991961893420661
2,0.002176696542893726,0.008962868117797696,0.9372599231754162,0.035979513444302176,0.005761843790012804,0.009859154929577466
3,0.002136752136752137,0.014346764346764346,0.86492673992674,0.03327228327228327,0.014194139194139194,0.07112332112332112
4,0.003044654939106901,0.0010712674785746505,0.9742895805142084,0.013137122237257555,0.008062697338746053,0.00039467749210645017
5,0.0001811922449719152,0.0,0.002899075919550643,0.995651386120674,0.0,0.0012683457148034065
