resolution,mean_pairwise_ari,min_pairwise_ari,mean_pairwise_nmi,min_pairwise_nmi,median_silhouette
0.4,0.7593371237165119,0.5980176805106856,0.7503357188109883,0.6157218171960022,0.11710669100284576
0.8,0.5589576777009259,0.40673395503234144,0.697460755724849,0.6166763085983613,0.06655804067850113
1.2,0.5033423935422221,0.4590712605514087,0.5826826361362765,0.5597307077036613,0.03259018436074257
