field,cluster,value,cells,within_cluster_fraction
cell_subtype,8,ECM remodeling meningioma cells,5,0.0017543859649122807
cell_subtype,8,G1 phase meningioma cells,4,0.0014035087719298245
cell_subtype,8,Glia,33,0.011578947368421053
cell_subtype,8,Meningioma cells,5,0.0017543859649122807
cell_subtype,8,Monocytes,4,0.0014035087719298245
cell_subtype,8,Pericytes,2624,0.9207017543859649
cell_subtype,8,SSTR2A meningioma cells,0,0.0
cell_subtype,8,Vascular cells,4,0.0014035087719298245
cell_subtype,9,Active monocytes,20,0.0066181336863004635
cell_subtype,9,CD163 monocytes,0,0.0
cell_subtype,9,CD4 T cells,0,0.0
cell_subtype,9,CD8 T cells,0,0.0
cell_subtype,9,Cycling G2M phase meningioma cells 1,70,0.02316346790205162
cell_subtype,9,Cycling G2M phase meningioma cells 2,57,0.01886168100595632
cell_subtype,9,Cycling S phase meningioma cells,22,0.00727994705493051
cell_subtype,9,ECM remodeling meningioma cells,385,0.12739907346128393
cell_subtype,9,G1 phase meningioma cells,643,0.2127729980145599
cell_subtype,9,Glia,15,0.004963600264725348
cell_subtype,9,Meningioma cells,843,0.27895433487756455
cell_subtype,9,Monocytes,12,0.003970880211780278
cell_subtype,9,Pericytes,38,0.01257445400397088
cell_subtype,9,SSTR2A meningioma cells,911,0.3014559894109861
cell_subtype,9,Vascular cells,6,0.001985440105890139
cell_cycle_phase,0,G1/S,2,0.001838235294117647
cell_cycle_phase,0,G2/M,0,0.0
cell_cycle_phase,0,Intermediate,0,0.0
cell_cycle_phase,0,Not cycling,476,0.4375
cell_cycle_phase,0,missing,610,0.5606617647058824
cell_cycle_phase,1,G1/S,47,0.02665910380034033
cell_cycle_phase,1,G2/M,5,0.0028360748723766306
cell_cycle_phase,1,Intermediate,0,0.0
cell_cycle_phase,1,Not cycling,1708,0.968803176403857
cell_cycle_phase,1,missing,3,0.0017016449234259785
cell_cycle_phase,10,G1/S,16,0.0060790273556231
cell_cycle_phase,10,G2/M,9,0.003419452887537994
cell_cycle_phase,10,Intermediate,6,0.0022796352583586625
cell_cycle_phase,10,Not cycling,2434,0.9247720364741642
cell_cycle_phase,10,missing,167,0.06344984802431611
cell_cycle_phase,11,G1/S,89,0.013236168947055324
cell_cycle_phase,11,G2/M,46,0.006841165972635336
cell_cycle_phase,11,Intermediate,18,0.002676977989292088
cell_cycle_phase,11,Not cycling,6557,0.9751635930993456
cell_cycle_phase,11,missing,14,0.002082093991671624
cell_cycle_phase,12,G1/S,1645,0.18308291597106288
cell_cycle_phase,12,G2/M,1855,0.20645520311630494
cell_cycle_phase,12,Intermediate,1553,0.17284362826933777
cell_cycle_phase,12,Not cycling,3924,0.4367278797996661
cell_cycle_phase,12,missing,8,0.0008903728436282693
cell_cycle_phase,13,G1/S,6,0.0006818181818181819
cell_cycle_phase,13,G2/M,8,0.0009090909090909091
cell_cycle_phase,13,Intermediate,1,0.00011363636363636364
cell_cycle_phase,13,Not cycling,8740,0.9931818181818182
cell_cycle_phase,13,missing,45,0.005113636363636364
cell_cycle_phase,14,G1/S,3,0.0017452006980802793
cell_cycle_phase,14,G2/M,11,0.006399069226294357
cell_cycle_phase,14,Intermediate,0,0.0
cell_cycle_phase,14,Not cycling,1572,0.9144851657940664
cell_cycle_phase,14,missing,133,0.07737056428155904
cell_cycle_phase,2,G1/S,27,0.006787330316742082
cell_cycle_phase,2,G2/M,18,0.004524886877828055
cell_cycle_phase,2,Intermediate,14,0.003519356460532931
cell_cycle_phase,2,Not cycling,3223,0.8102061337355455
cell_cycle_phase,2,missing,696,0.17496229260935142
cell_cycle_phase,3,G1/S,86,0.014393305439330545
cell_cycle_phase,3,G2/M,406,0.06794979079497908
cell_cycle_phase,3,Intermediate,9,0.0015062761506276152
cell_cycle_phase,3,Not cycling,1385,0.2317991631799163
cell_cycle_phase,3,missing,4089,0.6843514644351465
cell_cycle_phase,4,G1/S,109,0.03939284423563426
cell_cycle_phase,4,G2/M,110,0.03975424647632815
cell_cycle_phase,4,Intermediate,48,0.01734730755330683
cell_cycle_phase,4,Not cycling,2454,0.8868810986628117
cell_cycle_phase,4,missing,46,0.016624503071919046
cell_cycle_phase,5,G1/S,0,0.0
cell_cycle_phase,5,G2/M,0,0.0
cell_cycle_phase,5,Intermediate,0,0.0
cell_cycle_phase,5,Not cycling,153,0.15269461077844312
cell_cycle_phase,5,missing,849,0.8473053892215568
cell_cycle_phase,6,G1/S,104,0.023513452407867962
cell_cycle_phase,6,G2/M,109,0.024643906850553923
cell_cycle_phase,6,Intermediate,42,0.009495817318562062
cell_cycle_phase,6,Not cycling,2833,0.6405154872258648
cell_cycle_phase,6,missing,1335,0.30183133619715125
cell_cycle_phase,7,G1/S,19,0.006099518459069021
cell_cycle_phase,7,G2/M,5,0.0016051364365971107
cell_cycle_phase,7,Intermediate,3,0.0009630818619582664
cell_cycle_phase,7,Not cycling,2992,0.960513643659711
cell_cycle_phase,7,missing,96,0.030818619582664526
cell_cycle_phase,8,G1/S,31,0.01087719298245614
cell_cycle_phase,8,G2/M,11,0.0038596491228070177
cell_cycle_phase,8,Intermediate,12,0.004210526315789474
cell_cycle_phase,8,Not cycling,2624,0.9207017543859649
cell_cycle_phase,8,missing,172,0.060350877192982454
cell_cycle_phase,9,G1/S,60,0.01985440105890139
cell_cycle_phase,9,G2/M,45,0.014890800794176042
cell_cycle_phase,9,Intermediate,23,0.007610853739245533
cell_cycle_phase,9,Not cycling,2525,0.8355393778954335
cell_cycle_phase,9,missing,369,0.12210456651224355
