field,cluster,value,cells,within_cluster_fraction
cell_subtype,4,CD8 T cells,6,0.002107481559536354
cell_subtype,4,Cycling G2M phase meningioma cells 1,0,0.0
cell_subtype,4,Cycling G2M phase meningioma cells 2,0,0.0
cell_subtype,4,Cycling S phase meningioma cells,0,0.0
cell_subtype,4,ECM remodeling meningioma cells,0,0.0
cell_subtype,4,G1 phase meningioma cells,3,0.001053740779768177
cell_subtype,4,Glia,1,0.00035124692658939234
cell_subtype,4,Meningioma cells,5,0.0017562346329469617
cell_subtype,4,Monocytes,111,0.03898840885142255
cell_subtype,4,Pericytes,0,0.0
cell_subtype,4,SSTR2A meningioma cells,0,0.0
cell_subtype,4,Vascular cells,0,0.0
cell_subtype,5,Active monocytes,126,0.16091954022988506
cell_subtype,5,CD163 monocytes,8,0.010217113665389528
cell_subtype,5,CD4 T cells,20,0.02554278416347382
cell_subtype,5,CD8 T cells,29,0.037037037037037035
cell_subtype,5,Cycling G2M phase meningioma cells 1,2,0.002554278416347382
cell_subtype,5,Cycling G2M phase meningioma cells 2,0,0.0
cell_subtype,5,Cycling S phase meningioma cells,11,0.0140485312899106
cell_subtype,5,ECM remodeling meningioma cells,6,0.007662835249042145
cell_subtype,5,G1 phase meningioma cells,5,0.006385696040868455
cell_subtype,5,Glia,25,0.031928480204342274
cell_subtype,5,Meningioma cells,3,0.0038314176245210726
cell_subtype,5,Monocytes,4,0.005108556832694764
cell_subtype,5,Pericytes,165,0.210727969348659
cell_subtype,5,SSTR2A meningioma cells,0,0.0
cell_subtype,5,Vascular cells,379,0.4840357598978289
cell_subtype,6,Active monocytes,13,0.004066312167657179
cell_subtype,6,CD163 monocytes,135,0.04222708789490147
cell_subtype,6,CD4 T cells,3,0.0009383797309978105
cell_subtype,6,CD8 T cells,4,0.0012511729746637473
cell_subtype,6,Cycling G2M phase meningioma cells 1,22,0.00688145136065061
cell_subtype,6,Cycling G2M phase meningioma cells 2,11,0.003440725680325305
cell_subtype,6,Cycling S phase meningioma cells,21,0.0065686581169846735
cell_subtype,6,ECM remodeling meningioma cells,14,0.004379105411323116
cell_subtype,6,G1 phase meningioma cells,33,0.010322177040975915
cell_subtype,6,Glia,37,0.011573350015639663
cell_subtype,6,Meningioma cells,48,0.015014075695964968
cell_subtype,6,Monocytes,8,0.0025023459493274947
cell_subtype,6,Pericytes,2694,0.8426649984360338
cell_subtype,6,SSTR2A meningioma cells,89,0.027838598686268378
cell_subtype,6,Vascular cells,65,0.020331560838285894
cell_subtype,7,Active monocytes,62,0.01617110067814293
cell_subtype,7,CD163 monocytes,23,0.005998956703182056
cell_subtype,7,CD4 T cells,760,0.198226395409494
cell_subtype,7,CD8 T cells,2958,0.7715179968701096
cell_subtype,7,Cycling G2M phase meningioma cells 1,2,0.0005216484089723526
cell_subtype,7,Cycling G2M phase meningioma cells 2,1,0.0002608242044861763
cell_subtype,7,Cycling S phase meningioma cells,4,0.0010432968179447052
cell_subtype,7,ECM remodeling meningioma cells,1,0.0002608242044861763
cell_subtype,7,G1 phase meningioma cells,0,0.0
cell_subtype,7,Glia,1,0.0002608242044861763
cell_subtype,7,Meningioma cells,4,0.0010432968179447052
cell_subtype,7,Monocytes,14,0.0036515388628064684
cell_subtype,7,Pericytes,3,0.000782472613458529
cell_subtype,7,SSTR2A meningioma cells,0,0.0
cell_subtype,7,Vascular cells,1,0.0002608242044861763
cell_subtype,8,Active monocytes,27,0.04361873990306947
cell_subtype,8,CD163 monocytes,0,0.0
cell_subtype,8,CD4 T cells,169,0.2730210016155089
cell_subtype,8,CD8 T cells,423,0.6833602584814217
cell_subtype,8,Cycling G2M phase meningioma cells 1,0,0.0
cell_subtype,8,Cycling G2M phase meningioma cells 2,0,0.0
cell_subtype,8,Cycling S phase meningioma cells,0,0.0
cell_subtype,8,ECM remodeling meningioma cells,0,0.0
cell_subtype,8,G1 phase meningioma cells,0,0.0
cell_subtype,8,Glia,0,0.0
cell_subtype,8,Meningioma cells,0,0.0
cell_subtype,8,Monocytes,0,0.0
cell_subtype,8,Pericytes,0,0.0
cell_subtype,8,SSTR2A meningioma cells,0,0.0
cell_subtype,8,Vascular cells,0,0.0
cell_subtype,9,Active monocytes,46,0.007913297780836057
cell_subtype,9,CD163 monocytes,39,0.006709100292447962
cell_subtype,9,CD4 T cells,27,0.004644761740925512
cell_subtype,9,CD8 T cells,85,0.014622398073284018
cell_subtype,9,Cycling G2M phase meningioma cells 1,4121,0.7089282642353346
cell_subtype,9,Cycling G2M phase meningioma cells 2,133,0.02287975227937382
cell_subtype,9,Cycling S phase meningioma cells,445,0.0765525546189575
cell_subtype,9,ECM remodeling meningioma cells,8,0.0013762257010149664
cell_subtype,9,G1 phase meningioma cells,20,0.003440564252537416
cell_subtype,9,Glia,87,0.01496645449853776
cell_subtype,9,Meningioma cells,233,0.0400825735420609
cell_subtype,9,Monocytes,542,0.09323929124376398
cell_subtype,9,Pericytes,17,0.0029244796146568035
cell_subtype,9,SSTR2A meningioma cells,0,0.0
cell_subtype,9,Vascular cells,10,0.001720282126268708
cell_cycle_phase,0,G1/S,2,0.0018867924528301887
cell_cycle_phase,0,G2/M,0,0.0
cell_cycle_phase,0,Intermediate,0,0.0
cell_cycle_phase,0,Not cycling,474,0.44716981132075473
cell_cycle_phase,0,missing,584,0.5509433962264151
cell_cycle_phase,1,G1/S,18,0.005923000987166831
cell_cycle_phase,1,G2/M,5,0.0016452780519907865
cell_cycle_phase,1,Intermediate,3,0.0009871668311944718
cell_cycle_phase,1,Not cycling,2887,0.9499835472194801
cell_cycle_phase,1,missing,126,0.04146100691016782
cell_cycle_phase,10,G1/S,1646,0.18254408339802594
cell_cycle_phase,10,G2/M,1864,0.20672063879339025
cell_cycle_phase,10,Intermediate,1554,0.1723411334146612
cell_cycle_phase,10,Not cycling,3945,0.4375069313518909
cell_cycle_phase,10,missing,8,0.0008872130420317178
cell_cycle_phase,11,G1/S,60,0.019860973187686197
cell_cycle_phase,11,G2/M,45,0.014895729890764648
cell_cycle_phase,11,Intermediate,23,0.007613373055279708
cell_cycle_phase,11,Not cycling,2525,0.8358159549817941
cell_cycle_phase,11,missing,368,0.12181396888447533
cell_cycle_phase,12,G1/S,17,0.006170598911070781
cell_cycle_phase,12,G2/M,9,0.003266787658802178
cell_cycle_phase,12,Intermediate,6,0.002177858439201452
cell_cycle_phase,12,Not cycling,2543,0.923049001814882
cell_cycle_phase,12,missing,180,0.06533575317604355
cell_cycle_phase,13,G1/S,6,0.000682360968952576
cell_cycle_phase,13,G2/M,8,0.0009098146252701012
cell_cycle_phase,13,Intermediate,1,0.00011372682815876265
cell_cycle_phase,13,Not cycling,8738,0.993745024451268
cell_cycle_phase,13,missing,40,0.004549073126350506
cell_cycle_phase,14,G1/S,3,0.0017452006980802793
cell_cycle_phase,14,G2/M,11,0.006399069226294357
cell_cycle_phase,14,Intermediate,0,0.0
cell_cycle_phase,14,Not cycling,1572,0.9144851657940664
cell_cycle_phase,14,missing,133,0.07737056428155904
cell_cycle_phase,15,G1/S,0,0.0
cell_cycle_phase,15,G2/M,0,0.0
cell_cycle_phase,15,Intermediate,0,0.0
cell_cycle_phase,15,Not cycling,0,0.0
cell_cycle_phase,15,missing,152,1.0
cell_cycle_phase,16,G1/S,89,0.013238137736129705
cell_cycle_phase,16,G2/M,46,0.006842183549010858
cell_cycle_phase,16,Intermediate,18,0.002677376171352075
cell_cycle_phase,16,Not cycling,6551,0.9744161832515246
cell_cycle_phase,16,missing,19,0.002826119291982746
cell_cycle_phase,2,G1/S,47,0.026750142287990893
cell_cycle_phase,2,G2/M,5,0.0028457598178713715
cell_cycle_phase,2,Intermediate,0,0.0
cell_cycle_phase,2,Not cycling,1704,0.9698349459305634
cell_cycle_phase,2,missing,1,0.0005691519635742744
cell_cycle_phase,3,G1/S,27,0.007269789983844911
cell_cycle_phase,3,G2/M,18,0.004846526655896607
cell_cycle_phase,3,Intermediate,14,0.003769520732364028
cell_cycle_phase,3,Not cycling,3110,0.8373721055465805
cell_cycle_phase,3,missing,545,0.14674205708131394
cell_cycle_phase,4,G1/S,108,0.037934668071654375
cell_cycle_phase,4,G2/M,108,0.037934668071654375
cell_cycle_phase,4,Intermediate,48,0.01685985247629083
cell_cycle_phase,4,Not cycling,2535,0.8904109589041096
cell_cycle_phase,4,missing,48,0.01685985247629083
cell_cycle_phase,5,G1/S,0,0.0
cell_cycle_phase,5,G2/M,0,0.0
cell_cycle_phase,5,Intermediate,0,0.0
cell_cycle_phase,5,Not cycling,126,0.16091954022988506
cell_cycle_phase,5,missing,657,0.8390804597701149
cell_cycle_phase,6,G1/S,31,0.009696590553644042
cell_cycle_phase,6,G2/M,11,0.003440725680325305
cell_cycle_phase,6,Intermediate,12,0.003753518923991242
cell_cycle_phase,6,Not cycling,2681,0.8385986862683766
cell_cycle_phase,6,missing,462,0.1445104785736628
cell_cycle_phase,7,G1/S,104,0.027125717266562335
cell_cycle_phase,7,G2/M,109,0.028429838288993217
cell_cycle_phase,7,Intermediate,42,0.010954616588419406
cell_cycle_phase,7,Not cycling,2217,0.5782472613458529
cell_cycle_phase,7,missing,1362,0.35524256651017216
cell_cycle_phase,8,G1/S,0,0.0
cell_cycle_phase,8,G2/M,0,0.0
cell_cycle_phase,8,Intermediate,0,0.0
cell_cycle_phase,8,Not cycling,608,0.9822294022617124
cell_cycle_phase,8,missing,11,0.017770597738287562
cell_cycle_phase,9,G1/S,86,0.01479442628591089
cell_cycle_phase,9,G2/M,399,0.06863925683812146
cell_cycle_phase,9,Intermediate,8,0.0013762257010149664
cell_cycle_phase,9,Not cycling,1384,0.2380870462755892
cell_cycle_phase,9,missing,3936,0.6771030448993635
