input_symbol,expression_symbol,match_mode,expression_row_1based,prevalence_cells,included_after_prevalence
CYP2C19,CYP2C19,exact,19682.0,5.0,False
CYP2C8,CYP2C8,exact,19684.0,129.0,True
CYP2C9,CYP2C9,exact,19683.0,0.0,False
CYP2D6,CYP2D6,exact,32809.0,301.0,True
CYP2E1,CYP2E1,exact,20099.0,1647.0,True
CYP2F1,CYP2F1,exact,31258.0,13.0,False
CYP2J2,CYP2J2,exact,1129.0,677.0,True
CYP2R1,CYP2R1,exact,17320.0,2267.0,True
CYP2S1,CYP2S1,exact,31259.0,760.0,True
CYP2U1,CYP2U1,exact,7953.0,7516.0,True
CYP2W1,CYP2W1,exact,11817.0,535.0,True
CYP39A1,CYP39A1,exact,10941.0,1341.0,True
CYP3A4,CYP3A4,exact,12615.0,168.0,True
CYP3A43,CYP3A43,exact,12617.0,7.0,False
CYP3A5,CYP3A5,exact,12612.0,9194.0,True
CYP3A7,CYP3A7,exact,12613.0,18.0,False
CYP46A1,CYP46A1,exact,23606.0,2588.0,True
CYP4A11,CYP4A11,exact,968.0,19.0,False
CYP4A22,CYP4A22,exact,972.0,64.0,True
CYP4B1,CYP4B1,exact,967.0,6744.0,True
CYP4F11,CYP4F11,exact,30659.0,52.0,True
CYP4F12,CYP4F12,exact,30650.0,480.0,True
CYP4F2,CYP4F2,exact,30658.0,4.0,False
CYP4F22,CYP4F22,exact,30646.0,17.0,False
CYP4F3,CYP4F3,exact,30649.0,161.0,True
CYP4F8,CYP4F8,exact,30648.0,3.0,False
CYP4V2,CYP4V2,exact,8465.0,5727.0,True
CYP51A1,CYP51A1,exact,12532.0,3194.0,True
CYP7A1,CYP7A1,exact,14975.0,47.0,True
CYP7B1,CYP7B1,exact,15021.0,2496.0,True
CYP8B1,CYP8B1,exact,5763.0,7.0,False
D2HGDH,D2HGDH,exact,5422.0,8316.0,True
DAO,DAO,exact,21466.0,14.0,False
DARS1,,unmatched,,,False
DBH,DBH,exact,16812.0,16.0,False
DBI,DBI,exact,4395.0,45030.0,True
DBT,DBT,exact,1438.0,7290.0,True
DCAKD,DCAKD,exact,27710.0,7174.0,True
DCK,DCK,exact,7682.0,10599.0,True
DCN,DCN,exact,21289.0,24731.0,True
DCT,DCT,exact,22350.0,347.0,True
DCTD,DCTD,exact,8416.0,15975.0,True
DCTPP1,DCTPP1,exact,25727.0,20354.0,True
DCXR,DCXR,exact,28428.0,24999.0,True
DDAH1,DDAH1,exact,1313.0,10263.0,True
DDC,DDC,exact,12296.0,12.0,False
DDHD1,DDHD1,exact,23077.0,15025.0,True
DDHD2,DDHD2,exact,14814.0,10321.0,True
DDO,DDO,exact,11288.0,128.0,True
DECR1,DECR1,exact,15212.0,26792.0,True
DECR2,DECR2,exact,25075.0,5247.0,True
DEGS1,DEGS1,exact,2845.0,26161.0,True
DEGS2,DEGS2,exact,23612.0,253.0,True
DERA,DERA,exact,20421.0,15236.0,True
DGAT1,DGAT1,exact,15686.0,9753.0,True
DGAT2,DGAT2,exact,18260.0,671.0,True
DGAT2L6,DGAT2L6,exact,13806.0,2.0,False
DGUOK,DGUOK,exact,3889.0,30490.0,True
DHCR24,DHCR24,exact,1086.0,11517.0,True
DHCR7,DHCR7,exact,18164.0,11565.0,True
DHFR,DHFR,exact,9133.0,8236.0,True
DHFR2,DHFR2,exact,6193.0,4514.0,True
DHODH,DHODH,exact,26264.0,4625.0,True
DHRS7B,DHRS7B,exact,27124.0,12782.0,True
DHTKD1,DHTKD1,exact,19000.0,8570.0,True
DIO1,DIO1,exact,1061.0,24.0,True
DIO2,DIO2,exact,23412.0,2018.0,True
DIO3,DIO3,exact,23642.0,43.0,True
DLAT,DLAT,exact,18542.0,10276.0,True
DLD,DLD,exact,12767.0,19802.0,True
DLST,DLST,exact,23336.0,10631.0,True
DMAC1,DMAC1,exact,15797.0,25776.0,True
DMAC2,DMAC2,exact,31272.0,11313.0,True
DMAC2L,,unmatched,,,False
DMGDH,DMGDH,exact,9113.0,1265.0,True
DNM2,DNM2,exact,30461.0,15378.0,True
DNPH1,DNPH1,exact,10888.0,26628.0,True
DPEP1,DPEP1,exact,26554.0,234.0,True
DPEP2,DPEP2,exact,26173.0,734.0,True
DPYD,DPYD,exact,1416.0,6119.0,True
DPYS,DPYS,exact,15371.0,25.0,True
DSE,DSE,exact,11337.0,26090.0,True
DSEL,DSEL,exact,29018.0,12229.0,True
DTYMK,DTYMK,exact,5419.0,19456.0,True
DUOX1,DUOX1,exact,24273.0,4768.0,True
DUOX2,DUOX2,exact,24270.0,621.0,True
DUOXA1,DUOXA1,exact,24272.0,2228.0,True
DUOXA2,DUOXA2,exact,24271.0,29.0,True
DUT,DUT,exact,24307.0,40050.0,True
EBP,EBP,exact,13641.0,19195.0,True
ECHS1,ECHS1,exact,20092.0,32169.0,True
ECI1,ECI1,exact,25204.0,24453.0,True
ECI2,ECI2,exact,10222.0,26215.0,True
ECSIT,ECSIT,exact,30490.0,11887.0,True
EEF1E1,EEF1E1,exact,10265.0,21907.0,True
EEFSEC,EEFSEC,exact,6474.0,4756.0,True
EHHADH,EHHADH,exact,6977.0,2543.0,True
ELOVL1,ELOVL1,exact,889.0,12872.0,True
ELOVL2,ELOVL2,exact,10288.0,7190.0,True
ELOVL3,ELOVL3,exact,19804.0,244.0,True
ELOVL4,ELOVL4,exact,11118.0,4793.0,True
ELOVL5,ELOVL5,exact,11000.0,22966.0,True
ELOVL6,ELOVL6,exact,7976.0,6859.0,True
ELOVL7,ELOVL7,exact,8947.0,1228.0,True
ENO1,ENO1,exact,202.0,47699.0,True
ENO2,ENO2,exact,20232.0,11730.0,True
ENO3,ENO3,exact,26732.0,1761.0,True
ENO4,ENO4,exact,19922.0,412.0,True
ENOPH1,ENOPH1,exact,7782.0,15554.0,True
ENPP1,ENPP1,exact,11423.0,6050.0,True
ENPP2,ENPP2,exact,15434.0,8899.0,True
ENPP3,ENPP3,exact,11420.0,183.0,True
ENPP6,ENPP6,exact,8432.0,23845.0,True
ENPP7,ENPP7,exact,28327.0,11.0,False
ENTPD1,ENTPD1,exact,19692.0,7376.0,True
ENTPD2,ENTPD2,exact,16910.0,846.0,True
ENTPD3,ENTPD3,exact,5729.0,162.0,True
ENTPD4,ENTPD4,exact,14673.0,13562.0,True
ENTPD5,ENTPD5,exact,23317.0,6644.0,True
ENTPD6,ENTPD6,exact,29448.0,9803.0,True
ENTPD7,ENTPD7,exact,19747.0,1329.0,True
ENTPD8,ENTPD8,exact,16942.0,360.0,True
EP300,EP300,exact,32775.0,16420.0,True
EPHX1,EPHX1,exact,2859.0,28742.0,True
EPHX2,EPHX2,exact,14713.0,7327.0,True
EPM2A,EPM2A,exact,11548.0,2469.0,True
EPRS1,,unmatched,,,False
ERCC2,ERCC2,exact,31417.0,7319.0,True
ESD,ESD,exact,22134.0,34083.0,True
ESRRA,ESRRA,exact,17930.0,12238.0,True
ETFA,ETFA,exact,24700.0,27007.0,True
ETFB,ETFB,exact,31698.0,32776.0,True
ETFDH,ETFDH,exact,8297.0,8902.0,True
ETHE1,ETHE1,exact,31335.0,16335.0,True
ETNK1,ETNK1,exact,20468.0,21353.0,True
ETNK2,ETNK2,exact,2617.0,3738.0,True
ETNPPL,ETNPPL,exact,7960.0,22.0,True
EXT1,EXT1,exact,15423.0,21001.0,True
EXT2,EXT2,exact,17541.0,16162.0,True
EXTL2,EXTL2,exact,1447.0,20472.0,True
EXTL3,EXTL3,exact,14730.0,8028.0,True
FA2H,FA2H,exact,26298.0,827.0,True
FAAH,FAAH,exact,956.0,5066.0,True
FAAH2,FAAH2,exact,13771.0,667.0,True
FABP1,FABP1,exact,4017.0,24.0,True
FABP12,FABP12,exact,15161.0,1.0,False
FABP2,FABP2,exact,8024.0,16.0,False
FABP3,FABP3,exact,654.0,5941.0,True
FABP4,FABP4,exact,15159.0,2134.0,True
FABP5,FABP5,exact,15155.0,34669.0,True
FABP6,FABP6,exact,9907.0,3128.0,True
FABP7,FABP7,exact,11373.0,2868.0,True
FABP9,FABP9,exact,15158.0,2.0,False
FADS1,FADS1,exact,17828.0,18675.0,True
FADS2,FADS2,exact,17827.0,11499.0,True
FAH,FAH,exact,24758.0,8622.0,True
FAHD1,FAHD1,exact,25167.0,11602.0,True
FAM120B,FAM120B,exact,11785.0,7814.0,True
FAM20B,FAM20B,exact,2384.0,14103.0,True
FAR1,FAR1,exact,17308.0,21614.0,True
FAR2,FAR2,exact,20537.0,5586.0,True
FASN,FASN,exact,28433.0,14486.0,True
FAU,FAU,exact,17971.0,57021.0,True
FBP1,FBP1,exact,16326.0,4126.0,True
FBP2,FBP2,exact,16325.0,20.0,True
FDFT1,FDFT1,exact,14548.0,22844.0,True
FDPS,FDPS,exact,2015.0,34545.0,True
FDX1,FDX1,exact,18518.0,25114.0,True
FDX2,FDX2,exact,30443.0,9120.0,True
FDXR,FDXR,exact,28197.0,6696.0,True
FECH,FECH,exact,28932.0,6515.0,True
FFAR1,FFAR1,exact,31024.0,70.0,True
FH,FH,exact,3038.0,16799.0,True
FHL2,FHL2,exact,4264.0,18990.0,True
FIG4,FIG4,exact,11282.0,3706.0,True
FITM1,FITM1,exact,22822.0,168.0,True
FITM2,FITM2,exact,29677.0,5387.0,True
FLAD1,FLAD1,exact,1988.0,10245.0,True
FLVCR1,FLVCR1,exact,2756.0,7049.0,True
FMO1,FMO1,exact,2320.0,11358.0,True
FMO2,FMO2,exact,2317.0,929.0,True
FMO3,FMO3,exact,2316.0,246.0,True
FMOD,FMOD,exact,2606.0,16332.0,True
FOLH1,FOLH1,exact,17631.0,1136.0,True
FOLH1B,,unmatched,,,False
FOLR2,FOLR2,exact,18190.0,5095.0,True
FOXRED1,FOXRED1,exact,18797.0,7377.0,True
FPGS,FPGS,exact,16662.0,8991.0,True
FTCD,FTCD,exact,33457.0,307.0,True
FUT1,FUT1,exact,31550.0,342.0,True
FUT2,FUT2,exact,31546.0,140.0,True
FUT3,FUT3,exact,30271.0,12.0,False
FUT4,FUT4,exact,18415.0,2915.0,True
FUT5,FUT5,exact,30273.0,2.0,False
FUT6,FUT6,exact,30270.0,92.0,True
FUT7,FUT7,exact,16907.0,177.0,True
FUT9,FUT9,exact,11200.0,1266.0,True
FXN,FXN,exact,16145.0,12882.0,True
G0S2,G0S2,exact,2710.0,4658.0,True
G6PC1,,unmatched,,,False
G6PC2,G6PC2,exact,4689.0,4.0,False
G6PC3,G6PC3,exact,27670.0,16797.0,True
G6PD,G6PD,exact,14375.0,10859.0,True
GAA,GAA,exact,28340.0,12197.0,True
GADL1,GADL1,exact,5653.0,53.0,True
GAL3ST1,GAL3ST1,exact,32549.0,1178.0,True
GALC,GALC,exact,23449.0,5956.0,True
GALE,GALE,exact,499.0,6688.0,True
GALK1,GALK1,exact,28234.0,14363.0,True
GALM,GALM,exact,3575.0,9455.0,True
GALNS,GALNS,exact,26530.0,5939.0,True
GALT,GALT,exact,15973.0,10518.0,True
GAMT,GAMT,exact,30101.0,12466.0,True
GAPDH,GAPDH,exact,20203.0,56650.0,True
GAPDHS,GAPDHS,exact,31034.0,35.0,True
GART,GART,exact,33226.0,13480.0,True
GATM,GATM,exact,24278.0,6709.0,True
GBA1,,unmatched,,,False
GBA2,GBA2,exact,16008.0,9910.0,True
GBA3,,unmatched,,,False
GBE1,GBE1,exact,6168.0,12149.0,True
GC,GC,exact,7684.0,1.0,False
GCDH,GCDH,exact,30560.0,9261.0,True
GCG,GCG,exact,4655.0,1.0,False
GCGR,GCGR,exact,28401.0,803.0,True
GCH1,GCH1,exact,23089.0,3711.0,True
GCHFR,GCHFR,exact,24161.0,8099.0,True
GCK,GCK,exact,12239.0,1597.0,True
GCKR,GCKR,exact,3471.0,37.0,True
GCLC,GCLC,exact,11002.0,12561.0,True
GCLM,GCLM,exact,1388.0,15015.0,True
GCSH,GCSH,exact,26381.0,29034.0,True
GDA,GDA,exact,16168.0,27.0,True
GDE1,GDE1,exact,25505.0,18702.0,True
GDPD1,GDPD1,exact,27986.0,554.0,True
GDPD3,GDPD3,exact,25708.0,793.0,True
GDPD5,GDPD5,exact,18254.0,9087.0,True
GGCT,GGCT,exact,12102.0,20564.0,True
GGPS1,GGPS1,exact,2996.0,16238.0,True
GGT1,GGT1,exact,32429.0,1596.0,True
GGT3P,,unmatched,,,False
GGT5,GGT5,exact,32420.0,4410.0,True
GGT6,GGT6,exact,26706.0,9.0,False
GGT7,GGT7,exact,29553.0,6089.0,True
GID4,GID4,exact,27044.0,7272.0,True
GID8,GID8,exact,29966.0,18299.0,True
GK,GK,exact,13525.0,6135.0,True
GK2,GK2,exact,7764.0,0.0,False
GK3,,unmatched,,,False
GLA,GLA,exact,13942.0,13142.0,True
GLB1,GLB1,exact,5667.0,16642.0,True
GLB1L,GLB1L,exact,5158.0,4978.0,True
GLB1L2,GLB1L2,exact,18866.0,1762.0,True
GLB1L3,GLB1L3,exact,18865.0,261.0,True
GLCE,GLCE,exact,24567.0,14109.0,True
GLDC,GLDC,exact,15791.0,1595.0,True
GLIPR1,GLIPR1,exact,21186.0,16940.0,True
GLO1,GLO1,exact,10807.0,28721.0,True
GLP1R,GLP1R,exact,10811.0,16.0,False
GLRX,GLRX,exact,9238.0,15382.0,True
GLRX5,GLRX5,exact,23558.0,30918.0,True
GLS,GLS,exact,4885.0,30330.0,True
GLS2,GLS2,exact,20977.0,185.0,True
GLUD1,GLUD1,exact,19591.0,23232.0,True
GLUD2,GLUD2,exact,14114.0,138.0,True
GLUL,GLUL,exact,2425.0,41385.0,True
GLYAT,GLYAT,exact,17735.0,1.0,False
GLYATL1,GLYATL1,exact,17737.0,21.0,True
GLYATL2,GLYATL2,exact,17736.0,262.0,True
GLYATL3,GLYATL3,exact,10962.0,0.0,False
GLYCTK,GLYCTK,exact,5986.0,3247.0,True
GM2A,GM2A,exact,9825.0,9036.0,True
GMPR,GMPR,exact,10332.0,13654.0,True
GMPR2,GMPR2,exact,22841.0,17028.0,True
GMPS,GMPS,exact,6739.0,18330.0,True
GNA11,GNA11,exact,30173.0,18425.0,True
GNA14,GNA14,exact,16195.0,1189.0,True
GNA15,GNA15,exact,30176.0,2762.0,True
GNAI1,GNAI1,exact,12473.0,9512.0,True
GNAI2,GNAI2,exact,5929.0,45070.0,True
GNAQ,GNAQ,exact,16197.0,30033.0,True
GNAS,GNAS,exact,29893.0,55110.0,True
GNB1,GNB1,exact,79.0,35262.0,True
GNB2,GNB2,exact,12662.0,37775.0,True
GNB3,GNB3,exact,20225.0,1996.0,True
GNB4,GNB4,exact,6892.0,20097.0,True
GNB5,GNB5,exact,24364.0,12658.0,True
GNG10,GNG10,exact,16481.0,5427.0,True
GNG11,GNG11,exact,12553.0,15504.0,True
GNG12,GNG12,exact,1190.0,15879.0,True
GNG13,GNG13,exact,25108.0,173.0,True
GNG2,GNG2,exact,23058.0,5109.0,True
GNG3,GNG3,exact,17868.0,66.0,True
GNG4,GNG4,exact,3000.0,4758.0,True
GNG5,GNG5,exact,1298.0,41096.0,True
GNG7,GNG7,exact,30155.0,10627.0,True
GNG8,GNG8,exact,31471.0,82.0,True
GNGT1,GNGT1,exact,12550.0,145.0,True
GNGT2,GNGT2,exact,27827.0,1395.0,True
GNMT,GNMT,exact,10873.0,237.0,True
GNPAT,GNPAT,exact,2949.0,14073.0,True
GNPDA1,GNPDA1,exact,9723.0,11550.0,True
GNPDA2,GNPDA2,exact,7514.0,13101.0,True
GNS,GNS,exact,21078.0,22430.0,True
GOT1,GOT1,exact,19739.0,12675.0,True
GOT2,GOT2,exact,26061.0,14119.0,True
GPAM,GPAM,exact,19886.0,5163.0,True
GPAT2,GPAT2,exact,4131.0,1538.0,True
GPAT3,GPAT3,exact,7798.0,1273.0,True
GPAT4,GPAT4,exact,14857.0,14160.0,True
GPC1,GPC1,exact,5387.0,14433.0,True
GPC2,GPC2,exact,12637.0,3508.0,True
GPC3,GPC3,exact,14165.0,3262.0,True
GPC4,GPC4,exact,14164.0,10818.0,True
GPC5,GPC5,exact,22342.0,537.0,True
GPC6,GPC6,exact,22347.0,21338.0,True
GPCPD1,GPCPD1,exact,29259.0,14756.0,True
GPD1,GPD1,exact,20744.0,672.0,True
GPD1L,GPD1L,exact,5658.0,5692.0,True
GPD2,GPD2,exact,4613.0,7264.0,True
GPHN,GPHN,exact,23220.0,3367.0,True
GPI,GPI,exact,30982.0,26064.0,True
GPIHBP1,GPIHBP1,exact,15630.0,1334.0,True
GPS2,GPS2,exact,26806.0,10406.0,True
GPT,GPT,exact,15705.0,190.0,True
GPT2,GPT2,exact,25872.0,4244.0,True
GPX1,,unmatched,,,False
GPX2,GPX2,exact,23206.0,21.0,True
GPX4,GPX4,exact,30084.0,48406.0,True
GRHL1,GRHL1,exact,3264.0,3717.0,True
GRHPR,GRHPR,exact,16038.0,30782.0,True
GSR,GSR,exact,14760.0,7593.0,True
GSS,GSS,exact,29555.0,13528.0,True
GSTA1,GSTA1,exact,10993.0,57.0,True
GSTA2,GSTA2,exact,10992.0,1.0,False
GSTA3,GSTA3,exact,10995.0,2.0,False
GSTA4,GSTA4,exact,10996.0,13805.0,True
GSTA5,GSTA5,exact,10994.0,0.0,False
GSTK1,GSTK1,exact,13144.0,27504.0,True
GSTM1,GSTM1,exact,1519.0,207.0,True
GSTM2,GSTM2,exact,1518.0,2534.0,True
GSTM3,GSTM3,exact,1523.0,26621.0,True
GSTM4,GSTM4,exact,1517.0,7294.0,True
GSTM5,GSTM5,exact,1521.0,9025.0,True
GSTO1,GSTO1,exact,19851.0,37437.0,True
GSTO2,GSTO2,exact,19852.0,2759.0,True
GSTP1,GSTP1,exact,18094.0,51836.0,True
GSTT1,,unmatched,,,False
GSTT2,,unmatched,,,False
GSTT2B,GSTT2B,exact,32413.0,1826.0,True
GSTZ1,GSTZ1,exact,23389.0,8466.0,True
GUK1,GUK1,exact,2895.0,47927.0,True
GUSB,GUSB,exact,12369.0,19092.0,True
GYG1,GYG1,exact,6661.0,18081.0,True
GYG2,GYG2,exact,13356.0,2548.0,True
GYS1,GYS1,exact,31563.0,4705.0,True
GYS2,GYS2,exact,20454.0,27.0,True
HAAO,HAAO,exact,3604.0,6815.0,True
HACD1,HACD1,exact,19051.0,7323.0,True
HACD2,HACD2,exact,6419.0,16497.0,True
HACD3,HACD3,exact,24520.0,34674.0,True
HACD4,HACD4,exact,15855.0,7279.0,True
HACL1,HACL1,exact,5585.0,9140.0,True
HADH,HADH,exact,7955.0,11773.0,True
HADHA,HADHA,exact,3424.0,34432.0,True
HADHB,HADHB,exact,3425.0,30446.0,True
HAGH,HAGH,exact,25166.0,27424.0,True
HAL,HAL,exact,21338.0,97.0,True
HAO1,HAO1,exact,29278.0,1.0,False
HAO2,HAO2,exact,1665.0,11.0,False
HAS1,HAS1,exact,31721.0,1986.0,True
HAS2,HAS2,exact,15447.0,369.0,True
HAS3,HAS3,exact,26197.0,468.0,True
HCCS,HCCS,exact,13398.0,12080.0,True
HDAC3,HDAC3,exact,9712.0,13522.0,True
HDC,HDC,exact,24328.0,253.0,True
HELZ2,HELZ2,exact,29995.0,8864.0,True
HEMK2,,unmatched,,,False
HEXA,HEXA,exact,24608.0,27974.0,True
HEXB,HEXB,exact,9068.0,24595.0,True
HGD,HGD,exact,6384.0,47.0,True
HGSNAT,HGSNAT,exact,14885.0,19593.0,True
HIBADH,HIBADH,exact,12071.0,13420.0,True
HIBCH,HIBCH,exact,4876.0,17802.0,True
HIGD1A,HIGD1A,exact,5758.0,25669.0,True
HIGD1C,HIGD1C,exact,20757.0,9.0,False
HIGD2A,HIGD2A,exact,10045.0,37531.0,True
HILPDA,HILPDA,exact,12896.0,13026.0,True
HK1,HK1,exact,19402.0,15313.0,True
HK2,HK2,exact,3927.0,4410.0,True
HK3,HK3,exact,10058.0,799.0,True
HKDC1,HKDC1,exact,19400.0,370.0,True
HLCS,HLCS,exact,33271.0,5987.0,True
HMBS,HMBS,exact,18670.0,10541.0,True
HMGCL,HMGCL,exact,500.0,10150.0,True
HMGCLL1,HMGCLL1,exact,11020.0,6269.0,True
HMGCR,HMGCR,exact,9078.0,13829.0,True
HMGCS1,HMGCS1,exact,8846.0,19008.0,True
HMGCS2,HMGCS2,exact,1670.0,26.0,True
HMMR,HMMR,exact,9928.0,3495.0,True
HMOX1,HMOX1,exact,32625.0,6067.0,True
HMOX2,HMOX2,exact,25308.0,20185.0,True
HNMT,HNMT,exact,4528.0,21931.0,True
HOGA1,HOGA1,exact,19720.0,1741.0,True
HPD,HPD,exact,21680.0,67.0,True
HPDL,HPDL,exact,930.0,420.0,True
HPGD,HPGD,exact,8380.0,9792.0,True
HPGDS,HPGDS,exact,7863.0,2593.0,True
HPRT1,HPRT1,exact,14168.0,21035.0,True
HPSE,HPSE,exact,7794.0,2418.0,True
HPSE2,HPSE2,exact,19737.0,20.0,True
HS2ST1,HS2ST1,exact,1331.0,9601.0,True
HS3ST1,HS3ST1,exact,7319.0,1024.0,True
HS3ST2,HS3ST2,exact,25565.0,203.0,True
HS3ST3A1,HS3ST3A1,exact,26955.0,5050.0,True
HS3ST3B1,HS3ST3B1,exact,26963.0,8973.0,True
HS3ST4,HS3ST4,exact,25603.0,81.0,True
HS3ST5,HS3ST5,exact,11328.0,296.0,True
HS3ST6,HS3ST6,exact,25171.0,13.0,False
HS6ST1,HS6ST1,exact,4453.0,7368.0,True
HS6ST2,HS6ST2,exact,14160.0,2742.0,True
HS6ST3,HS6ST3,exact,22364.0,606.0,True
HSCB,HSCB,exact,32497.0,7600.0,True
HSD11B1,HSD11B1,exact,2711.0,886.0,True
HSD11B2,HSD11B2,exact,26138.0,177.0,True
HSD17B1,HSD17B1,exact,27606.0,2845.0,True
HSD17B10,HSD17B10,exact,13736.0,30204.0,True
HSD17B11,HSD17B11,exact,7817.0,15628.0,True
HSD17B12,HSD17B12,exact,17532.0,29720.0,True
HSD17B13,HSD17B13,exact,7816.0,110.0,True
HSD17B14,HSD17B14,exact,31553.0,7768.0,True
HSD17B2,HSD17B2,exact,26391.0,13172.0,True
HSD17B3,HSD17B3,exact,16344.0,87.0,True
HSD17B4,HSD17B4,exact,9383.0,20194.0,True
HSD17B7,HSD17B7,exact,2228.0,7571.0,True
HSD17B8,HSD17B8,exact,10709.0,6781.0,True
HSD3B1,HSD3B1,exact,1667.0,1.0,False
HSD3B2,HSD3B2,exact,1666.0,13.0,False
HSD3B7,HSD3B7,exact,25763.0,4098.0,True
HSP90AA1,HSP90AA1,exact,23652.0,57023.0,True
HSP90AB1,HSP90AB1,exact,10921.0,55124.0,True
HSPA9,HSPA9,exact,9581.0,33358.0,True
HSPG2,HSPG2,exact,462.0,10045.0,True
HTD2,HTD2,exact,6059.0,48.0,True
HYAL1,HYAL1,exact,5937.0,1097.0,True
HYAL2,HYAL2,exact,5938.0,22772.0,True
HYAL3,HYAL3,exact,5935.0,2163.0,True
HYAL4,HYAL4,exact,12860.0,13.0,False
HYKK,HYKK,exact,24734.0,3197.0,True
IARS1,,unmatched,,,False
IDH1,IDH1,exact,5038.0,14709.0,True
IDH2,IDH2,exact,24890.0,17659.0,True
IDH3A,IDH3A,exact,24723.0,15340.0,True
IDH3B,IDH3B,exact,29193.0,21674.0,True
IDH3G,IDH3G,exact,14338.0,27457.0,True
IDI1,IDI1,exact,18887.0,29560.0,True
IDI2,IDI2,exact,18885.0,289.0,True
IDO1,IDO1,exact,14838.0,227.0,True
IDO2,IDO2,exact,14841.0,22.0,True
IDS,IDS,exact,14263.0,29287.0,True
IDUA,IDUA,exact,7177.0,6370.0,True
IL4I1,IL4I1,exact,31628.0,1834.0,True
IMPA1,IMPA1,exact,15162.0,12566.0,True
IMPA2,IMPA2,exact,28615.0,3657.0,True
IMPDH1,IMPDH1,exact,12895.0,10299.0,True
IMPDH2,IMPDH2,exact,5885.0,26854.0,True
INMT,INMT,exact,12108.0,15545.0,True
INPP1,INPP1,exact,4877.0,12041.0,True
INPP4A,INPP4A,exact,4182.0,9357.0,True
INPP4B,INPP4B,exact,8163.0,5730.0,True
INPP5A,INPP5A,exact,20070.0,6033.0,True
INPP5B,INPP5B,exact,786.0,3170.0,True
INPP5D,INPP5D,exact,5300.0,4728.0,True
INPP5E,INPP5E,exact,16869.0,6793.0,True
INPP5F,INPP5F,exact,19955.0,10778.0,True
INPP5J,INPP5J,exact,32562.0,1176.0,True
INPP5K,INPP5K,exact,26617.0,8130.0,True
INPPL1,INPPL1,exact,18191.0,13032.0,True
INS,INS,exact,17059.0,3.0,False
INSIG1,INSIG1,exact,13289.0,16600.0,True
INSIG2,INSIG2,exact,4385.0,16840.0,True
IP6K1,IP6K1,exact,5912.0,11181.0,True
IP6K2,IP6K2,exact,5872.0,19451.0,True
IP6K3,IP6K3,exact,10733.0,853.0,True
IPMK,IPMK,exact,19328.0,5298.0,True
IPPK,IPPK,exact,16297.0,4740.0,True
IQGAP1,IQGAP1,exact,24902.0,37304.0,True
ISCA1,ISCA1,exact,16242.0,24504.0,True
ISCA2,ISCA2,exact,23328.0,17934.0,True
ISCU,ISCU,exact,21460.0,38558.0,True
ISYNA1,ISYNA1,exact,30766.0,19295.0,True
ITPA,ITPA,exact,29212.0,23193.0,True
ITPK1,ITPK1,exact,23514.0,5345.0,True
ITPKA,ITPKA,exact,24184.0,1089.0,True
ITPKB,ITPKB,exact,2876.0,14010.0,True
ITPKC,ITPKC,exact,31243.0,13709.0,True
ITPR1,ITPR1,exact,5457.0,6524.0,True
ITPR2,ITPR2,exact,20505.0,20475.0,True
ITPR3,ITPR3,exact,10731.0,9479.0,True
IVD,IVD,exact,24149.0,16505.0,True
IYD,IYD,exact,11602.0,19.0,False
KARS1,,unmatched,,,False
KCNB1,KCNB1,exact,29787.0,4539.0,True
KCNC2,KCNC2,exact,21181.0,36.0,True
KCNG2,KCNG2,exact,29125.0,504.0,True
KCNJ11,KCNJ11,exact,17338.0,26.0,True
KCNS3,KCNS3,exact,3340.0,2064.0,True
KDSR,KDSR,exact,28991.0,25389.0,True
KERA,KERA,exact,21287.0,18.0,False
KGD4,,unmatched,,,False
KHK,KHK,exact,3446.0,1314.0,True
KMO,KMO,exact,3039.0,945.0,True
KPNB1,KPNB1,exact,27768.0,34457.0,True
KYAT1,KYAT1,exact,16710.0,2213.0,True
KYAT3,KYAT3,exact,1341.0,8444.0,True
KYNU,KYNU,exact,4541.0,3014.0,True
L2HGDH,L2HGDH,exact,23030.0,2156.0,True
LALBA,LALBA,exact,20684.0,14.0,False
LARS1,,unmatched,,,False
LBR,LBR,exact,2854.0,15884.0,True
LCLAT1,LCLAT1,exact,3506.0,6214.0,True
LDHA,LDHA,exact,17358.0,48436.0,True
LDHAL6A,LDHAL6A,exact,17360.0,37.0,True
LDHAL6B,LDHAL6B,exact,24428.0,24.0,True
LDHB,LDHB,exact,20455.0,47620.0,True
LDHC,LDHC,exact,17359.0,279.0,True
LDLR,LDLR,exact,30469.0,18098.0,True
LDLRAP1,LDLRAP1,exact,535.0,7146.0,True
LETM1,LETM1,exact,7199.0,13841.0,True
LGMN,LGMN,exact,23509.0,21147.0,True
LHB,LHB,exact,31565.0,209.0,True
LHPP,LHPP,exact,19999.0,7586.0,True
LIPE,LIPE,exact,31312.0,1697.0,True
LIPH,LIPH,exact,6980.0,60.0,True
LIPI,LIPI,exact,33032.0,1.0,False
LMBRD1,LMBRD1,exact,11052.0,17844.0,True
LPCAT1,LPCAT1,exact,8535.0,9696.0,True
LPCAT2,LPCAT2,exact,25977.0,7536.0,True
LPCAT3,LPCAT3,exact,20241.0,13452.0,True
LPCAT4,LPCAT4,exact,24079.0,4483.0,True
LPGAT1,LPGAT1,exact,2734.0,18061.0,True
LPIN1,LPIN1,exact,3300.0,10197.0,True
LPIN2,LPIN2,exact,28510.0,15930.0,True
