cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,Differentiation,Stemness,malignant
MGH53_P12_D06,MGH53,Malignant,4863,-5.1873,9.8888,-0.1612,-0.0844,Not cycling,2.601,Astrocytes,Astrocytes,-2.793060102,-2.844629038,yes
MGH53_P12_D07,MGH53,Malignant,6064,-10.0949,19.2617,-0.1051,0.0637,Not cycling,1.1831,Respiration,"",1.204934186,-1.955721444,yes
MGH53_P12_D08,MGH53,Malignant,5424,-9.2824,17.7262,-0.1903,-0.0114,Not cycling,0.4791,Oligo Progenitor,"",0.779848664,-0.688641464,yes
MGH53_P12_D09,MGH53,Malignant,4477,-10.0374,15.9945,-0.2434,-0.0175,Not cycling,0.6476,Oligo Progenitor,"",0.44379384,-0.075306573,yes
MGH53_P12_D10,MGH53,Malignant,4929,-11.6742,16.4565,-0.1609,0.0284,Not cycling,1.1025,Oligo Progenitor,Oligo Progenitor,1.086057975,-0.951350213,yes
MGH53_P12_D11,MGH53,Malignant,5385,-12.3853,15.2691,-0.0063,0.0877,Not cycling,0.6072,Respiration,"",-0.072974995,0.476973281,yes
MGH53_P12_D12,MGH53,Malignant,6203,-11.7781,14.3603,-0.2137,-0.0748,Not cycling,0.374,Cilia,"",-0.080654266,0.338122455,yes
MGH53_P12_E01,MGH53,Malignant,5855,-8.3155,16.4759,-0.0396,-0.1043,Not cycling,0.4444,Metal response,"",-0.211972256,-0.185584739,yes
MGH53_P12_E02,MGH53,Malignant,5800,-9.7394,16.0295,0.8758,-0.1105,G1/S,0.934,Cell Cycle - G1/S,"",0.21722114,-0.691519208,yes
MGH53_P12_E03,MGH53,Malignant,4758,-9.4596,15.7377,0.4939,0.2338,Not cycling,0.5116,Cell Cycle - G1/S,"",-0.464838082,-0.214607728,yes
MGH53_P12_E04,MGH53,Malignant,4239,-10.4842,16.3385,-0.252,-0.1691,Not cycling,0.5015,Oligo Progenitor,"",-0.144489316,-0.508507935,yes
MGH53_P12_E05,MGH53,Malignant,5555,-8.849,18.0601,-0.2579,-0.0455,Not cycling,0.673,Oligo Progenitor,"",1.061808736,-1.220623517,yes
MGH53_P12_E06,MGH53,Malignant,4640,-12.1462,13.9535,0.0798,-0.0816,Not cycling,0.7457,NPC Glioma,"",-0.159455676,0.345560325,yes
MGH53_P12_E07,MGH53,Malignant,6009,-10.8971,17.2216,1.4625,0.4573,G1/S,1.7921,Cell Cycle - G1/S,Cell Cycle - G1/S,0.773761928,-0.825859816,yes
MGH53_P12_E08,MGH53,Malignant,4903,-10.3995,13.874,-0.1211,-0.0324,Not cycling,0.3472,NPC/OPC,"",0.141959447,1.220297572,yes
MGH53_P12_E09,MGH53,Malignant,4220,-12.2729,13.8001,0.0223,0.0924,Not cycling,0.7842,MYC,"",-0.110140563,0.979036536,yes
MGH53_P12_E10,MGH53,Malignant,5816,-11.152,13.8204,0.3752,0.0179,Not cycling,1.011,Respiration,"",-0.044828846,1.049698745,yes
MGH53_P12_E12,MGH53,Malignant,4847,-7.8908,18.6912,-0.0407,0.0361,Not cycling,0.707,Oligo Progenitor,"",0.906771427,-1.082976094,yes
MGH53_P12_F01,MGH53,Malignant,5185,-11.0987,16.4869,-0.0616,-0.0659,Not cycling,1.1991,Respiration,"",0.008267518,0.001131215,yes
MGH53_P12_F02,MGH53,Malignant,5210,-8.8365,15.8965,0.9427,0.1145,G1/S,1.3647,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.490272346,0.234742806,yes
MGH53_P12_F03,MGH53,Malignant,4506,-10.7359,15.4512,-0.2054,-0.0472,Not cycling,0.7522,MYC,"",0.415760342,-0.193095831,yes
MGH53_P12_F04,MGH53,Malignant,4534,-2.8503,8.8335,-0.1566,-0.1707,Not cycling,1.7383,Astrocytes,Astrocytes,-2.072892355,-2.313217123,yes
MGH53_P12_F06,MGH53,Malignant,5467,-11.5866,14.8704,-0.1767,0.0103,Not cycling,0.5965,Hypoxia,"",-0.392747907,-0.144059904,yes
MGH53_P12_F07,MGH53,Malignant,4849,-12.7577,13.8925,-0.2128,0.0839,Not cycling,0.9901,NPC Glioma,"",0.006296256,1.888469095,yes
MGH53_P12_F08,MGH53,Malignant,5316,-9.4857,14.2782,-0.1791,0.0177,Not cycling,1.6245,Stress,Stress,1.235996037,-0.85292241,yes
MGH53_P12_F09,MGH53,Malignant,3365,-9.0216,15.8856,-0.2327,0.1262,Not cycling,0.7326,NPC Glioma,"",-0.349568079,0.482049553,yes
MGH53_P12_F10,MGH53,Malignant,4608,-8.1054,18.1357,-0.2371,-0.0624,Not cycling,1.0577,Oligo Progenitor,Oligo Progenitor,0.895037619,-0.569582165,yes
MGH53_P12_F11,MGH53,Malignant,5815,-9.0982,17.0911,-0.2336,-0.1745,Not cycling,0.4074,Stress,"",0.355976794,-0.135581097,yes
MGH53_P12_F12,MGH53,Malignant,6255,-9.6284,16.1911,-0.1519,0.1849,Not cycling,1.1152,Stress,Stress,-0.219201056,0.614824819,yes
MGH53_P12_G01,MGH53,Malignant,5193,0.8219,-3.3166,1.9187,0.749,G1/S,3.5151,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.262373799,0.259347676,yes
MGH53_P12_G03,MGH53,Malignant,4868,-8.453,17.8948,-0.0361,-0.1142,Not cycling,0.5152,NPC/OPC,"",0.797011819,-0.636772117,yes
MGH53_P12_G04,MGH53,Malignant,5110,-9.9087,14.5821,-0.0488,-0.1001,Not cycling,1.4759,Stress,Stress,-0.326380629,0.37477476,yes
MGH53_P12_G07,MGH53,Malignant,4506,-4.2682,13.9559,-0.2508,-0.1717,Not cycling,1.1784,Astrocytes,Astrocytes,-1.380886175,-1.528757428,yes
MGH53_P12_G08,MGH53,Malignant,5150,-10.8064,16.1561,0.0951,-0.0394,Not cycling,0.941,Astrocytes,"",-0.501875201,0.30944408,yes
MGH53_P12_G09,MGH53,Malignant,4918,-10.5696,18.5982,0.0337,0.0573,Not cycling,1.1268,Oligo Progenitor,Oligo Progenitor,1.221688606,-1.028678147,yes
MGH53_P12_G10,MGH53,Malignant,5728,-9.8241,18.6887,0.0169,-0.125,Not cycling,0.3526,Respiration,"",0.506438293,-0.62329877,yes
MGH53_P12_G11,MGH53,Malignant,4266,-9.3635,19.6579,-0.0085,-0.1709,Not cycling,1.0376,MYC,"",1.361248344,-1.602410182,yes
MGH53_P12_G12,MGH53,Malignant,5545,-7.8352,19.1466,-0.049,-0.1866,Not cycling,1.2248,Oligo Progenitor,Oligo Progenitor,1.353745761,-1.812904608,yes
MGH53_P12_H01,MGH53,Malignant,6151,3.3123,5.5539,-0.0151,-0.0986,Not cycling,1.9034,Respiration,"",0.714679875,-0.90099102,yes
MGH53_P12_H02,MGH53,Malignant,6846,-11.2346,17.8369,0.6142,-0.0373,Not cycling,0.6513,Oligo Progenitor,"",0.446373878,-0.849104755,yes
MGH53_P12_H03,MGH53,Malignant,6340,-9.2911,18.3522,0.4817,-0.0634,Not cycling,0.8265,Oligo Progenitor,"",0.814581152,-1.045387812,yes
MGH53_P12_H04,MGH53,Malignant,5852,-11.5223,13.8263,0.0737,-0.087,Not cycling,0.771,Translation initiation,"",-0.116134853,0.656671761,yes
MGH53_P12_H05,MGH53,Malignant,6916,-10.4178,17.7193,-0.27,0.0144,Not cycling,1.2009,Astrocytes,Astrocytes,-0.752644709,-1.028381952,yes
MGH53_P12_H06,MGH53,Malignant,7534,-10.3301,18.1945,0.0955,-0.1534,Not cycling,0.3962,Oligo Progenitor,"",0.654720303,-0.900035228,yes
MGH53_P12_H07,MGH53,Malignant,7019,-10.2075,16.0179,-0.0848,-0.0572,Not cycling,0.2456,Translation initiation,"",-0.323888617,-0.264098654,yes
MGH53_P12_H08,MGH53,Malignant,8149,-10.9812,17.8275,-0.0724,-0.1059,Not cycling,0.2751,EMT IV,"",-0.14776451,-0.419661837,yes
MGH53_P12_H09,MGH53,Malignant,8442,-10.8526,18.0483,-0.0416,0.0805,Not cycling,0.6276,Stress,"",-0.20843784,-0.613801414,yes
MGH53_P12_H10,MGH53,Malignant,8460,-10.9486,18.1284,-0.3378,-0.0785,Not cycling,0.7763,Respiration,"",0.583298383,-0.927915344,yes
MGH53_P12_H11,MGH53,Malignant,8109,-10.7479,17.4984,0.8676,-0.068,G1/S,1.0773,Cell Cycle - G1/S,Cell Cycle - G1/S,0.058867611,-0.384243412,yes
MGH53_P12_H12,MGH53,Malignant,9233,-11.1333,17.9712,1.3629,0.1746,G1/S,1.3468,Cell Cycle - G1/S,Cell Cycle - G1/S,0.054880453,0.037801183,yes
MGH53_P2_A09,MGH53,Malignant,7549,-10.6104,17.1578,1.3139,0.0844,G1/S,1.2138,Cell Cycle - G1/S,Cell Cycle - G1/S,0.242532666,-0.524958108,yes
MGH53_P2_A11,MGH53,Malignant,6438,-9.2641,15.4817,0.2445,0.0544,Not cycling,0.7143,Stress,"",0.082237723,0.04806966,yes
MGH53_P2_A12,MGH53,Malignant,5574,-12.7969,15.6683,0.0115,0.0085,Not cycling,0.7367,Translation initiation,"",0.427326536,-0.470208374,yes
MGH53_P2_B05,MGH53,Malignant,6598,-11.105,15.2676,0.0304,-0.2502,Not cycling,0.4237,Chromatin,"",-0.059779287,-0.152072983,yes
MGH53_P2_B07,MGH53,Malignant,6039,-13.1569,15.1763,0.0489,-0.0165,Not cycling,0.5169,Hypoxia,"",0.074732362,0.21119006,yes
MGH53_P2_B09,MGH53,Malignant,6909,-9.7367,18.1455,-0.1534,0.021,Not cycling,0.3898,MES (glioma),"",0.003155673,-0.616532054,yes
MGH53_P2_B10,MGH53,Malignant,6116,-9.3465,17.9863,-0.189,0.0358,Not cycling,0.8937,Oligo Progenitor,"",0.760562136,-0.630984046,yes
MGH53_P2_C01,MGH53,Malignant,6219,-8.9515,17.8074,-0.1226,0.0591,Not cycling,0.8051,Oligo Progenitor,"",0.465326097,-0.591345589,yes
MGH53_P2_C02,MGH53,Malignant,6607,-11.5127,17.5003,-0.3249,-0.0065,Not cycling,0.6817,Oligo Progenitor,"",0.780666443,-0.61711184,yes
MGH53_P2_C03,MGH53,Malignant,6458,-11.5138,17.2037,-0.3191,0.0779,Not cycling,0.7024,Oligo Progenitor,"",0.808633942,-1.367225443,yes
MGH53_P2_C07,MGH53,Malignant,4418,-5.8444,10.6298,-0.131,-0.1553,Not cycling,1.7341,Astrocytes,Astrocytes,-1.515190787,-1.515439143,yes
MGH53_P2_C09,MGH53,Malignant,5467,-9.5198,15.721,-0.3004,-0.0062,Not cycling,0.9324,NPC/OPC,"",-0.520440996,0.523511467,yes
MGH53_P2_D01,MGH53,Malignant,6405,-9.7225,16.5675,-0.1939,-0.0059,Not cycling,0.8497,Oligo Progenitor,"",1.525027242,-1.753739448,yes
MGH53_P2_D02,MGH53,Malignant,6159,-12.3357,14.5744,-0.0608,-0.0746,Not cycling,0.4067,Astrocytes,"",-0.11711252,-0.017785311,yes
MGH53_P2_D07,MGH53,Malignant,4622,-7.872,11.0672,-0.264,-0.1076,Not cycling,2.4108,Astrocytes,Astrocytes,-2.066101751,-2.153750812,yes
MGH53_P2_D08,MGH53,Malignant,5190,-12.7683,15.6556,-0.0664,0.0542,Not cycling,0.5415,Chromatin,"",0.06081035,0.581007058,yes
MGH53_P2_D12,MGH53,Malignant,5967,-8.3994,18.4063,0.3256,0.173,Not cycling,0.9474,Oligo Progenitor,"",0.609708217,-0.634033598,yes
MGH53_P2_E04,MGH53,Malignant,6099,-9.1594,14.6228,0.7759,-0.0168,G1/S,0.7077,Cell Cycle - G1/S,"",-0.360347588,-0.155583063,yes
MGH53_P2_E10,MGH53,Malignant,6260,-9.7681,17.1732,0.4813,0.0107,Not cycling,0.5388,Cell Cycle HMG-rich,"",0.841797269,-1.011911952,yes
MGH53_P2_F02,MGH53,Malignant,5861,-10.0405,15.0152,0.3108,0.1739,Not cycling,1.8005,Stress,Stress,-1.281231419,-1.375984315,yes
MGH53_P2_F03,MGH53,Malignant,5197,-10.375,15.2837,0.0394,-0.0662,Not cycling,1.4605,Stress,Stress,-0.615829895,-0.620977137,yes
MGH53_P2_F04,MGH53,Malignant,6173,-8.0696,19.6189,-0.3865,0.1384,Not cycling,0.7074,Oligo Progenitor,"",1.077910523,-1.468504012,yes
MGH53_P2_F05,MGH53,Malignant,5140,-5.9738,5.6829,-0.1798,0.0203,Not cycling,0.8069,MP41 (Unassigned),"",-0.127449852,0.734751609,yes
MGH53_P2_G02,MGH53,Malignant,3047,-5.2269,11.2532,-0.2186,-0.1629,Not cycling,2.7311,Astrocytes,Astrocytes,-3.058085976,-3.321866651,yes
MGH53_P2_G07,MGH53,Malignant,6274,-8.7939,17.0496,-0.0973,0.0209,Not cycling,0.4749,Stress,"",-0.228125013,0.299900928,yes
MGH53_P2_H01,MGH53,Malignant,5819,-9.9073,16.8715,-0.192,0.0671,Not cycling,0.4971,RBCs,"",0.278365327,-0.226350286,yes
MGH53_P10_A01,MGH53,Malignant,4383,-6.3358,16.5323,-0.1391,-0.0703,Not cycling,0.7242,Protein maturation,"",-0.821609511,-0.233582401,yes
MGH53_P10_A02,MGH53,Malignant,4242,-10.5946,11.6226,0.9077,-0.0937,G1/S,1.5162,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.114739135,-0.004179272,yes
MGH53_P10_A03,MGH53,Malignant,4770,-3.916,12.6641,1.2037,0.0796,G1/S,1.6264,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.346887085,-0.750272979,yes
MGH53_P10_A04,MGH53,Malignant,4420,-10.9441,14.6998,-0.0974,0.051,Not cycling,1.4646,Stress,Stress,-0.494561314,-0.161239184,yes
MGH53_P10_A05,MGH53,Malignant,4109,-6.5599,19.3045,0.1069,-0.083,Not cycling,0.717,MP41 (Unassigned),"",0.712650767,-0.520151433,yes
MGH53_P10_A06,MGH53,Malignant,4883,-12.3481,15.9867,0.2011,-0.0117,Not cycling,0.87,Oligo Progenitor,"",0.715279189,-0.528293662,yes
MGH53_P10_A07,MGH53,Malignant,4583,-8.4705,19.3254,-0.1965,0.0505,Not cycling,1.0815,Oligo Progenitor,Oligo Progenitor,1.313380491,-1.498077458,yes
MGH53_P10_A08,MGH53,Malignant,4540,-12.6473,15.3673,0.6111,0.1131,Not cycling,0.5768,Chromatin,"",0.385046592,-0.032450494,yes
MGH53_P10_A09,MGH53,Malignant,5339,-10.2121,17.9949,-0.0183,0.1448,Not cycling,1.2491,Oligo Progenitor,Oligo Progenitor,0.987353838,-1.046632415,yes
MGH53_P10_A10,MGH53,Malignant,4460,-1.7009,9.6911,-0.0617,-0.0266,Not cycling,1.517,Astrocytes,Astrocytes,-1.674119125,-1.521885414,yes
MGH53_P10_A11,MGH53,Malignant,4576,-9.7474,8.6138,-0.1333,0.0858,Not cycling,0.7994,NPC/OPC,"",-0.150773975,0.542460304,yes
MGH53_P10_A12,MGH53,Malignant,5133,-5.8112,15.2055,-0.0708,-0.0775,Not cycling,0.7009,Translation initiation,"",0.067247427,-0.479861307,yes
MGH53_P10_B01,MGH53,Malignant,4514,-12.8535,14.2356,-0.0413,0.028,Not cycling,0.6081,NPC/OPC,"",0.423269537,-0.18318098,yes
MGH53_P10_B02,MGH53,Malignant,5062,-11.2656,15.3485,-0.0479,-0.0522,Not cycling,0.2685,Oligo Progenitor,"",0.535482751,-0.703837188,yes
MGH53_P10_B03,MGH53,Malignant,3592,-6.1187,14.7255,-0.1878,-0.1149,Not cycling,0.8871,Astrocytes,"",-1.527093605,-1.416434717,yes
MGH53_P10_B04,MGH53,Malignant,4997,-8.4087,16.2095,-0.2806,-0.1236,Not cycling,0.3647,Stress,"",0.022912007,0.10058011,yes
MGH53_P10_B05,MGH53,Malignant,5219,-9.6613,11.7485,2.359,0.5008,G1/S,3.2645,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.273101136,0.186609926,yes
MGH53_P10_B06,MGH53,Malignant,4540,-8.9177,10.6791,1.2376,-0.0392,G1/S,1.5314,Cell Cycle - G1/S,Cell Cycle - G1/S,-0.647734799,-0.788155253,yes
MGH53_P10_B07,MGH53,Malignant,4347,-3.0863,19.3065,0.036,0.0632,Not cycling,1.1528,Oligo Progenitor,Oligo Progenitor,1.262993396,-1.435328515,yes
MGH53_P10_B08,MGH53,Malignant,4997,-8.4147,17.7621,-0.0018,-0.0432,Not cycling,0.4117,NPC/OPC,"",0.057988663,0.432543027,yes
MGH53_P10_B09,MGH53,Malignant,4441,-8.692,17.2653,0.0843,0.0022,Not cycling,0.695,NPC/OPC,"",0.122020985,0.134499898,yes
MGH53_P10_B10,MGH53,Malignant,4767,-12.8192,15.2887,-0.2505,0.0728,Not cycling,1.3366,Respiration,"",0.927398955,-0.595650041,yes
MGH53_P10_B11,MGH53,Malignant,5481,-8.7383,17.3782,-0.3023,-0.0729,Not cycling,0.9734,Oligo Progenitor,"",0.7952607,-0.92893862,yes
MGH53_P10_B12,MGH53,Malignant,4371,-13.1743,14.0501,-0.1515,0.1259,Not cycling,1.0829,Oligo Progenitor,Oligo Progenitor,1.087362212,-1.05218191,yes
MGH53_P10_C01,MGH53,Malignant,5174,-9.4457,16.2884,0.485,0.1651,Not cycling,0.8667,MYC,"",0.143299197,0.189650615,yes
MGH53_P10_C02,MGH53,Malignant,4733,-10.4277,14.325,0.0869,-0.1648,Not cycling,0.2815,Respiration,"",0.086341271,0.763411059,yes
MGH53_P10_C03,MGH53,Malignant,4923,-8.6182,18.7686,-0.3267,-0.1636,Not cycling,1.0684,Oligo Progenitor,Oligo Progenitor,0.599862016,-0.926756272,yes
MGH53_P10_C04,MGH53,Malignant,5061,-9.4515,16.2513,0.0862,-0.205,Not cycling,0.5978,MYC,"",0.619445505,-0.814102185,yes
MGH53_P10_C05,MGH53,Malignant,4088,-8.8781,17.9175,-0.1001,0.0108,Not cycling,0.4246,Cilia,"",0.013543365,0.200326431,yes
MGH53_P10_C06,MGH53,Malignant,5351,-9.4362,16.8963,-0.0458,-0.0597,Not cycling,0.4375,NPC/OPC,"",0.070903937,0.262069018,yes
MGH53_P10_C07,MGH53,Malignant,3915,-9.1338,11.1833,0.0617,-0.0252,Not cycling,2.549,Astrocytes,Astrocytes,-1.627267815,-1.425839373,yes
MGH53_P10_C08,MGH53,Malignant,5048,-7.2805,16.2254,-0.3883,-0.14,Not cycling,0.653,NPC/OPC,"",0.731606152,-0.41088451,yes
MGH53_P10_C09,MGH53,Malignant,4647,-7.9834,15.6765,0.2189,0.0422,Not cycling,0.4937,Interferon/MHC-II (II),"",-0.157709648,-0.197292082,yes
MGH53_P10_C10,MGH53,Malignant,5366,-8.4874,15.6499,0.2836,-0.0625,Not cycling,0.4204,Metal response,"",-0.175399254,0.299488868,yes
MGH53_P10_C11,MGH53,Malignant,4858,-12.8628,15.5907,-0.2039,-0.052,Not cycling,0.6703,Respiration,"",-0.047997325,1.201295622,yes
MGH53_P10_C12,MGH53,Malignant,4847,-6.4952,15.0024,0.0256,0.0505,Not cycling,0.3929,MES (glioma),"",1.049242455,-1.334051628,yes
MGH53_P10_D01,MGH53,Malignant,4598,-11.9594,14.449,0.0316,0.1133,Not cycling,0.5588,Respiration,"",-0.020691691,0.348260759,yes
MGH53_P10_D02,MGH53,Malignant,4518,-9.4253,17.6348,0.2345,-0.0576,Not cycling,0.8565,Oligo Progenitor,"",0.920125971,0.02521517,yes
MGH53_P10_D03,MGH53,Malignant,5063,-6.783,15.7758,-0.0152,-0.0541,Not cycling,0.5621,EMT IV,"",-0.055495218,0.299677162,yes
MGH53_P10_D04,MGH53,Malignant,4592,-7.6445,19.2017,-0.2211,-0.0519,Not cycling,1.2785,Oligo Progenitor,Oligo Progenitor,1.678200892,-2.004456861,yes
MGH53_P10_D05,MGH53,Malignant,4528,-9.7658,17.0443,-0.1231,-0.0689,Not cycling,1.3978,Stress,Stress,0.387062783,-0.223316607,yes
MGH53_P10_D06,MGH53,Malignant,5024,-8.5969,15.6328,-0.0284,-0.0216,Not cycling,0.6916,Stress,"",0.596036821,0.043559985,yes
MGH53_P10_D07,MGH53,Malignant,4765,-7.6565,9.6203,-0.1654,-0.2011,Not cycling,0.9026,NPC Glioma,"",-0.034982933,1.24477611,yes
MGH53_P10_D08,MGH53,Malignant,3690,-5.9496,5.6147,0.0557,-0.081,Not cycling,1.0763,NPC Glioma,"",-0.565164155,0.517487756,yes
MGH53_P10_D09,MGH53,Malignant,4542,-11.8281,13.8328,0.5338,-0.0619,Not cycling,0.644,Cell Cycle - G1/S,"",-0.054138808,0.708717191,yes
MGH53_P10_D12,MGH53,Malignant,4496,-9.0935,10.2056,0.1171,-0.0554,Not cycling,0.3139,Platelet activation,"",-0.483848628,0.232856317,yes
MGH53_P10_E01,MGH53,Malignant,4461,-8.9977,19.6827,0.0234,-0.0887,Not cycling,1.3501,Oligo Progenitor,Oligo Progenitor,1.30471628,-1.508928064,yes
MGH53_P10_E03,MGH53,Malignant,4712,-10.8547,14.5093,-0.2372,-0.0042,Not cycling,0.6854,Stress,"",0.038617087,0.057420585,yes
MGH53_P10_E04,MGH53,Malignant,4371,-8.1652,12.6863,-0.0391,-0.1212,Not cycling,1.0656,Stress,Stress,-0.264996632,-0.239572469,yes
MGH53_P10_E05,MGH53,Malignant,4549,-11.2594,17.8257,-0.3571,0.0279,Not cycling,1.4024,MYC,"",0.515670071,-0.587854551,yes
MGH53_P10_E06,MGH53,Malignant,4666,-11.4554,15.0294,0.0154,-0.0303,Not cycling,0.5015,Interferon/MHC-II (I),"",0.0307999,0.253885059,yes
MGH53_P10_E07,MGH53,Malignant,5228,-9.3917,19.34,0.0395,0.1369,Not cycling,1.6847,Oligo Progenitor,Oligo Progenitor,1.650053691,-2.350395193,yes
MGH53_P10_E08,MGH53,Malignant,3525,-11.8084,15.7775,-0.2558,0.0819,Not cycling,0.4486,Chromatin,"",-0.090533016,1.242947882,yes
MGH53_P10_E09,MGH53,Malignant,4824,-7.6919,13.0023,-0.2458,-0.0079,Not cycling,0.9605,Astrocytes,"",0.427158562,0.121236604,yes
MGH53_P10_E10,MGH53,Malignant,3805,-8.9389,16.0761,-0.2006,-0.0255,Not cycling,0.3777,MP41 (Unassigned),"",0.114245081,0.217478613,yes
MGH53_P10_E11,MGH53,Malignant,4740,-6.7148,13.7314,0.0645,0.1392,Not cycling,1.1592,NPC/OPC,"",-0.459895112,0.385083695,yes
MGH53_P10_E12,MGH53,Malignant,5068,-7.7756,16.08,-0.296,-0.0746,Not cycling,0.4392,Protein maturation,"",0.099989149,0.581929298,yes
MGH53_P10_F01,MGH53,Malignant,3976,-11.7405,14.5162,-0.0448,-0.1138,Not cycling,0.6751,Protein maturation,"",0.029787718,0.649113271,yes
MGH53_P10_F02,MGH53,Malignant,5344,-12.7252,15.8044,-0.1279,0.0329,Not cycling,1.1039,MYC,"",0.520932678,-1.048262512,yes
MGH53_P10_F03,MGH53,Malignant,4614,-9.0533,19.3351,-0.0641,0.1095,Not cycling,1.2825,Oligo Progenitor,Oligo Progenitor,1.39583087,-1.13603409,yes
MGH53_P10_F04,MGH53,Malignant,3595,-11.8753,15.4301,0.0541,0.0023,Not cycling,1.0463,Oligo Progenitor,Oligo Progenitor,0.501869087,0.048806442,yes
MGH53_P10_F05,MGH53,Malignant,4614,-6.1416,6.9124,0.1503,0.098,Not cycling,0.9508,NPC Glioma,"",-0.128036599,1.529596451,yes
MGH53_P10_F06,MGH53,Malignant,4332,-9.4112,16.3791,-0.124,-0.1765,Not cycling,0.7026,Oligo Progenitor,"",1.206025169,-0.439928573,yes
MGH53_P10_F07,MGH53,Malignant,4034,-12.7391,13.7012,0.0439,-0.0373,Not cycling,0.3736,Translation initiation,"",-0.106529924,1.046848894,yes
MGH53_P10_F08,MGH53,Malignant,5122,-8.746,16.0296,-0.0165,-0.0691,Not cycling,0.7816,Stress (in vitro),"",-0.035612798,-0.085213822,yes
MGH53_P10_F09,MGH53,Malignant,4782,-9.9028,14.2084,-0.1384,-0.0468,Not cycling,1.5601,Stress,Stress,-0.076626544,0.733546273,yes
MGH53_P10_F10,MGH53,Malignant,5305,-5.5228,14.7973,-0.0042,0.0922,Not cycling,1.2448,Stress,Stress,0.791418571,-0.481530908,yes
MGH53_P10_F12,MGH53,Malignant,4590,-8.2487,18.7714,-0.092,0.1201,Not cycling,0.9022,Oligo Progenitor,"",0.909932493,-1.433302858,yes
MGH53_P10_G01,MGH53,Malignant,4596,-8.1157,16.1722,0.1697,-0.1475,Not cycling,0.4475,RBCs,"",0.020947116,0.067894384,yes
MGH53_P10_G02,MGH53,Malignant,4981,-9.3915,17.4003,-0.057,-0.0209,Not cycling,0.6406,Protein maturation,"",0.767415719,-0.539907631,yes
MGH53_P10_G03,MGH53,Malignant,4391,-9.9952,14.6395,-0.1749,0.0653,Not cycling,0.7599,Oligo Progenitor,"",0.505906877,-0.226902219,yes
MGH53_P10_G04,MGH53,Malignant,4243,-8.7426,17.9919,-0.2746,0.0412,Not cycling,1.0135,Oligo Progenitor,Oligo Progenitor,0.855506743,-0.758903293,yes
MGH53_P10_G05,MGH53,Malignant,4121,-8.5793,15.1179,-0.0089,0.0112,Not cycling,1.096,Stress,Stress,-0.177121783,0.419498368,yes
MGH53_P10_G07,MGH53,Malignant,4839,-11.5001,13.918,-0.1877,-0.0867,Not cycling,0.6363,NPC Glioma,"",-0.53006005,0.348799467,yes
MGH53_P10_G08,MGH53,Malignant,5397,-9.0482,14.8743,-0.1565,0.1811,Not cycling,0.3579,Hemato-related II,"",0.138566456,0.232770755,yes
MGH53_P10_G09,MGH53,Malignant,4913,-10.0335,15.7747,0.1992,0.0032,Not cycling,0.6311,NPC/OPC,"",-0.080697596,0.467596143,yes
MGH53_P10_G11,MGH53,Malignant,5234,-11.0086,14.1615,0.0348,0.0175,Not cycling,0.8171,Respiration,"",-0.031098557,0.455066368,yes
MGH53_P10_H01,MGH53,Malignant,4571,-8.6454,14.3111,0.1311,-0.0487,Not cycling,1.078,Respiration,"",-0.147498517,-0.474362812,yes
MGH53_P10_H02,MGH53,Malignant,5708,-5.9424,13.8254,0.8125,-0.0245,G1/S,1.1245,Cell Cycle - G1/S,Cell Cycle - G1/S,0.122537612,0.151261798,yes
MGH53_P10_H04,MGH53,Malignant,4465,-5.0324,13.9626,-0.0374,-0.041,Not cycling,1.4245,Astrocytes,Astrocytes,-0.733565636,-1.347905548,yes
MGH53_P10_H05,MGH53,Malignant,5150,-7.9643,19.4023,-0.1305,-0.1396,Not cycling,0.3251,Respiration,"",0.10571809,-0.296322145,yes
MGH53_P10_H06,MGH53,Malignant,3926,-7.8841,12.0688,-0.1252,-0.1465,Not cycling,1.5665,Astrocytes,Astrocytes,-1.217679709,-1.282909538,yes
MGH53_P10_H07,MGH53,Malignant,4536,-6.958,8.6362,0.0122,0.2283,Not cycling,1.3847,Stress,Stress,-0.358391691,0.127107143,yes
MGH53_P10_H08,MGH53,Malignant,5260,-7.5813,19.5921,-0.1045,-0.1831,Not cycling,0.9315,Oligo Progenitor,"",1.19424304,-1.828656624,yes
MGH53_P10_H09,MGH53,Malignant,5081,-12.437,15.3077,0.0514,0.1083,Not cycling,0.8689,Oligo Progenitor,"",0.833099563,-1.116303121,yes
MGH53_P10_H10,MGH53,Malignant,4927,-5.3936,10.4917,-0.0459,-0.042,Not cycling,2.6222,Astrocytes,Astrocytes,-2.923610917,-3.804255616,yes
MGH53_P10_H11,MGH53,Malignant,3572,-8.9902,19.5336,0.0479,0.0146,Not cycling,1.1626,Oligo Progenitor,Oligo Progenitor,0.8333835,-0.487229641,yes
MGH53_P11_A01,MGH53,Malignant,4866,-4.1154,15.6803,-0.065,0.0123,Not cycling,0.7897,Interferon/MHC-II (I),"",0.12314276,-0.459351431,yes
