replicate,cells,status,n_clusters_reclustered,mean_pairwise_ari,min_pairwise_ari,mean_pairwise_nmi,min_pairwise_nmi,ari_global_vs_within_replicate,silhouette,calinski_harabasz,davies_bouldin,metric_cells
1,2538,descriptive_only,6,0.7188470539615657,0.5438856321479608,0.8182154817078049,0.7277597783235424,0.41473393174887974,0.14353466033935547,738.4869658031586,1.9163216581216258,2538
2,914,descriptive_only,5,0.6427544208269562,0.5052797100065646,0.7025917896633547,0.6153436108353795,0.14798925492445344,0.05521076172590256,85.36471753319502,2.3627624879777835,914
3,3287,descriptive_only,6,0.7434541772965766,0.6182288164557286,0.7741008647400403,0.6938777290623181,0.1663542760673832,0.19326594471931458,466.5164678059677,1.6622564024231465,3000
4,9015,descriptive_only,13,0.9634961361426415,0.9394376534956597,0.9630151985568679,0.9470278025736313,0.7952087637440416,0.1544426530599594,813.6188123485568,1.6266788692931196,3000
5,19544,descriptive_only,13,0.8526684395020536,0.7651543615489461,0.9113176093805798,0.871903701242106,0.7233110787652656,0.13308823108673096,2079.8966946189034,1.6978230472479892,3000
6,23545,descriptive_only,10,0.9002310899203193,0.8508897334859936,0.9187306065987482,0.8976131141580863,0.7646490739987939,0.22533613443374634,3459.6470706802243,1.5563535075013362,3000
