resolution,mean_pairwise_ari,min_pairwise_ari,mean_pairwise_nmi,min_pairwise_nmi,median_silhouette
0.4,0.9548198219193484,0.9164576705563711,0.9679262525435209,0.9563232281482887,0.21600039303302765
0.8,0.9637092256766572,0.9346478704942094,0.9687380087083204,0.9509065817579853,0.21493998169898987
1.2,0.9219360925125637,0.8840704451401828,0.9541216365586402,0.9489227714476917,0.1555226892232895
